IncidentKey,IncidentId,CreatedAtUTC,AcknowledgedAtUTC,TriagedAtUTC,ContainedAtUTC,ResolvedAtUTC,ClosedAtUTC,CreatedDateKey,CreatedTimeKey,SourceProductKey,AssetKey,DetectionRuleKey,SeverityKey,StatusKey,AnalystKey,ClassificationKey,SLAKey,AlertKey,IncidentCount,RiskScore,AcknowledgementMinutes,TriageMinutes,ContainmentMinutes,ResolutionMinutes,RecoveryMinutes,IsEscalated,IsReopened,IsFalsePositive,SLAOverallMet,DataClassification
1805,INC-00001805,2025-05-04T17:10:35Z,2025-05-04T17:44:35Z,2025-05-04T18:08:35Z,2025-05-04T19:31:35Z,2025-05-04T23:13:35Z,2025-05-05T00:21:35Z,20250504,1710,7,131,27,1,5,3,1,1,2911,1,54.1,34.0,58.0,141.0,363.0,68.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1806,INC-00001806,2025-02-10T10:44:11Z,2025-02-10T10:58:11Z,2025-02-10T11:38:11Z,2025-02-10T13:18:11Z,2025-02-10T22:28:11Z,2025-02-11T09:36:11Z,20250210,1040,3,81,35,2,5,15,1,2,17260,1,42.3,14.0,54.0,154.0,704.0,668.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1807,INC-00001807,2026-03-17T09:35:04Z,2026-03-17T09:45:04Z,2026-03-17T10:10:04Z,2026-03-17T17:03:04Z,2026-03-17T22:05:04Z,2026-03-17T22:22:04Z,20260317,935,6,211,28,2,5,8,1,2,7840,1,44.4,10.0,35.0,448.0,750.0,17.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1808,INC-00001808,2025-10-22T20:07:49Z,2025-10-22T20:34:49Z,2025-10-22T21:11:49Z,,,,20251022,2005,2,163,40,1,2,18,0,1,7336,1,48.6,27.0,64.0,,,,False,False,False,False,SYNTHETIC_DEMO_DATA
1809,INC-00001809,2025-04-14T14:08:38Z,2025-04-14T14:36:38Z,2025-04-14T14:43:38Z,2025-04-14T15:29:38Z,2025-04-14T19:20:38Z,2025-04-15T03:11:38Z,20250414,1405,6,157,37,3,5,13,3,3,4952,1,59.3,28.0,35.0,81.0,312.0,471.0,False,False,True,True,SYNTHETIC_DEMO_DATA
1810,INC-00001810,2026-07-04T20:12:21Z,2026-07-04T20:28:21Z,2026-07-04T20:53:21Z,2026-07-04T22:43:21Z,2026-07-05T00:51:21Z,2026-07-05T08:12:21Z,20260704,2010,7,53,31,1,5,4,1,1,9716,1,35.5,16.0,41.0,151.0,279.0,441.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1811,INC-00001811,2025-05-23T16:28:30Z,2025-05-23T17:06:30Z,2025-05-23T17:14:30Z,2025-05-23T19:05:30Z,2025-05-23T19:46:30Z,2025-05-23T21:00:30Z,20250523,1625,2,53,17,1,5,15,4,1,7251,1,30.2,38.0,46.0,157.0,198.0,74.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1812,INC-00001812,2026-06-30T07:44:48Z,2026-06-30T07:49:48Z,2026-06-30T08:14:48Z,,,,20260630,740,4,93,25,2,2,9,0,2,14459,1,55.6,5.0,30.0,,,,False,False,False,False,SYNTHETIC_DEMO_DATA
1813,INC-00001813,2026-01-03T10:30:06Z,2026-01-03T10:55:06Z,2026-01-03T11:28:06Z,2026-01-03T11:58:06Z,2026-01-03T16:47:06Z,,20260103,1030,6,180,6,2,4,2,1,2,6581,1,42.2,25.0,58.0,88.0,377.0,,False,False,False,True,SYNTHETIC_DEMO_DATA
1814,INC-00001814,2025-10-10T20:19:37Z,2025-10-10T20:28:37Z,2025-10-10T20:56:37Z,2025-10-10T21:46:37Z,2025-10-11T02:19:37Z,2025-10-11T11:29:37Z,20251010,2015,1,196,33,1,5,12,3,1,7504,1,33.3,9.0,37.0,87.0,360.0,550.0,False,False,True,True,SYNTHETIC_DEMO_DATA
1815,INC-00001815,2025-11-14T14:37:31Z,2025-11-14T14:46:31Z,2025-11-14T14:54:31Z,2025-11-14T15:13:31Z,2025-11-14T17:58:31Z,2025-11-14T22:27:31Z,20251114,1435,2,238,26,1,5,5,1,1,9475,1,45.0,9.0,17.0,36.0,201.0,269.0,True,False,False,True,SYNTHETIC_DEMO_DATA
1816,INC-00001816,2026-05-09T14:18:45Z,2026-05-09T14:58:45Z,2026-05-09T15:08:45Z,2026-05-09T15:36:45Z,2026-05-09T16:53:45Z,2026-05-10T02:06:45Z,20260509,1415,3,131,3,4,5,1,3,4,17091,1,100,40.0,50.0,78.0,155.0,553.0,True,False,True,False,SYNTHETIC_DEMO_DATA
1817,INC-00001817,2025-12-15T05:52:56Z,2025-12-15T05:59:56Z,2025-12-15T06:37:56Z,2025-12-15T07:29:56Z,2025-12-15T15:44:56Z,2025-12-15T20:41:56Z,20251215,550,6,73,10,1,5,9,1,1,10092,1,48.6,7.0,45.0,97.0,592.0,297.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1818,INC-00001818,2025-06-04T18:59:15Z,2025-06-04T20:24:15Z,2025-06-04T21:08:15Z,2025-06-05T00:38:15Z,2025-06-05T07:33:15Z,2025-06-05T08:37:15Z,20250604,1855,4,46,28,1,5,2,1,1,1792,1,42.5,85.0,129.0,339.0,754.0,64.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1819,INC-00001819,2026-06-02T19:01:11Z,2026-06-02T19:17:11Z,2026-06-02T19:33:11Z,2026-06-02T20:22:11Z,2026-06-03T00:18:11Z,2026-06-03T05:56:11Z,20260602,1900,3,110,2,2,5,14,1,2,14510,1,56.9,16.0,32.0,81.0,317.0,338.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1820,INC-00001820,2025-11-30T11:54:27Z,2025-11-30T12:14:27Z,2025-11-30T12:43:27Z,,,,20251130,1150,7,165,31,4,2,9,0,4,14320,1,94.1,20.0,49.0,,,,True,False,False,False,SYNTHETIC_DEMO_DATA
1821,INC-00001821,2026-04-28T18:30:59Z,2026-04-28T19:05:59Z,2026-04-28T19:49:59Z,2026-04-28T19:54:59Z,2026-04-29T09:03:59Z,2026-04-29T13:50:59Z,20260428,1830,7,229,3,1,5,17,4,1,14531,1,30.6,35.0,79.0,84.0,873.0,287.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1822,INC-00001822,2026-02-15T07:07:50Z,2026-02-15T07:51:50Z,2026-02-15T07:59:50Z,2026-02-15T09:43:50Z,2026-02-15T11:56:50Z,2026-02-15T20:35:50Z,20260215,705,4,98,18,1,5,10,4,1,9414,1,36.1,44.0,52.0,156.0,289.0,519.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1823,INC-00001823,2025-10-27T12:05:07Z,2025-10-27T12:13:07Z,2025-10-27T12:20:07Z,,,,20251027,1205,2,14,11,4,2,6,0,4,3887,1,100,8.0,15.0,,,,True,False,False,False,SYNTHETIC_DEMO_DATA
1824,INC-00001824,2025-09-30T11:10:19Z,2025-09-30T11:19:19Z,2025-09-30T12:09:19Z,2025-09-30T13:56:19Z,2025-09-30T16:30:19Z,2025-09-30T21:40:19Z,20250930,1110,5,149,40,3,5,16,3,3,8274,1,79.3,9.0,59.0,166.0,320.0,310.0,False,False,True,True,SYNTHETIC_DEMO_DATA
1825,INC-00001825,2025-08-12T17:51:23Z,2025-08-12T20:05:23Z,2025-08-12T20:53:23Z,2025-08-12T23:33:23Z,2025-08-13T01:02:23Z,2025-08-13T09:38:23Z,20250812,1750,2,79,23,1,5,7,3,1,6083,1,35.0,134.0,182.0,342.0,431.0,516.0,False,False,True,True,SYNTHETIC_DEMO_DATA
1826,INC-00001826,2025-07-07T09:45:39Z,2025-07-07T10:19:39Z,2025-07-07T10:34:39Z,2025-07-07T10:50:39Z,2025-07-07T12:56:39Z,2025-07-07T19:14:39Z,20250707,945,3,229,12,3,5,2,2,3,14833,1,73.8,34.0,49.0,65.0,191.0,378.0,True,False,True,True,SYNTHETIC_DEMO_DATA
1827,INC-00001827,2025-08-10T17:13:27Z,2025-08-10T17:48:27Z,2025-08-10T18:05:27Z,2025-08-10T20:44:27Z,2025-08-10T21:50:27Z,2025-08-11T02:18:27Z,20250810,1710,2,102,28,1,5,11,1,1,4016,1,38.9,35.0,52.0,211.0,277.0,268.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1828,INC-00001828,2025-02-26T10:22:12Z,2025-02-26T10:27:12Z,2025-02-26T11:04:12Z,2025-02-26T11:21:12Z,2025-02-26T12:46:12Z,2025-02-26T15:18:12Z,20250226,1020,3,101,33,4,5,7,4,4,3366,1,94.0,5.0,42.0,59.0,144.0,152.0,True,False,False,True,SYNTHETIC_DEMO_DATA
1829,INC-00001829,2025-12-03T11:29:21Z,2025-12-03T11:40:21Z,2025-12-03T12:02:21Z,2025-12-03T13:06:21Z,2025-12-03T19:05:21Z,2025-12-03T20:07:21Z,20251203,1125,1,8,27,2,5,16,1,2,3281,1,46.0,11.0,33.0,97.0,456.0,62.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1830,INC-00001830,2025-09-07T18:03:02Z,2025-09-07T18:08:02Z,2025-09-07T18:57:02Z,2025-09-07T23:51:02Z,2025-09-10T13:34:02Z,2025-09-10T22:52:02Z,20250907,1800,2,203,3,1,5,8,1,1,14750,1,46.7,5.0,54.0,348.0,4051.0,558.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1831,INC-00001831,2025-06-01T15:32:32Z,2025-06-01T17:02:32Z,2025-06-01T17:25:32Z,2025-06-01T21:20:32Z,2025-06-01T22:22:32Z,2025-06-02T04:28:32Z,20250601,1530,3,169,38,2,5,2,2,2,17548,1,48.7,90.0,113.0,348.0,410.0,366.0,False,False,True,True,SYNTHETIC_DEMO_DATA
1832,INC-00001832,2026-06-16T20:45:12Z,2026-06-16T20:58:12Z,2026-06-16T21:16:12Z,2026-06-16T23:11:12Z,2026-06-17T07:16:12Z,2026-06-17T13:20:12Z,20260616,2045,6,105,7,2,5,13,2,2,13826,1,63.0,13.0,31.0,146.0,631.0,364.0,False,False,True,True,SYNTHETIC_DEMO_DATA
1833,INC-00001833,2026-05-16T14:00:31Z,2026-05-16T14:41:31Z,2026-05-16T14:52:31Z,2026-05-16T16:07:31Z,2026-05-17T00:17:31Z,2026-05-17T09:26:31Z,20260516,1400,1,135,35,3,5,7,3,3,14762,1,59.9,41.0,52.0,127.0,617.0,549.0,False,False,True,True,SYNTHETIC_DEMO_DATA
1834,INC-00001834,2025-06-18T09:36:46Z,2025-06-18T09:51:46Z,2025-06-18T10:24:46Z,2025-06-18T11:50:46Z,2025-06-18T13:59:46Z,2025-06-19T00:29:46Z,20250618,935,2,180,35,2,5,17,1,2,16975,1,40.4,15.0,48.0,134.0,263.0,630.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1835,INC-00001835,2026-04-29T06:19:53Z,2026-04-29T06:46:53Z,2026-04-29T07:02:53Z,2026-04-29T09:34:53Z,2026-04-29T15:11:53Z,2026-04-29T18:56:53Z,20260429,615,3,113,37,1,5,9,1,1,15503,1,52.1,27.0,43.0,195.0,532.0,225.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1836,INC-00001836,2026-03-31T17:25:31Z,2026-03-31T17:47:31Z,2026-03-31T17:56:31Z,2026-03-31T18:21:31Z,2026-03-31T18:56:31Z,2026-04-01T03:52:31Z,20260331,1725,2,42,33,3,5,4,1,3,9552,1,76.5,22.0,31.0,56.0,91.0,536.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1837,INC-00001837,2025-12-11T09:26:12Z,2025-12-11T09:37:12Z,2025-12-11T09:43:12Z,2025-12-11T11:34:12Z,2025-12-11T13:34:12Z,2025-12-11T19:28:12Z,20251211,925,2,187,24,1,5,13,1,1,11475,1,53.9,11.0,17.0,128.0,248.0,354.0,True,False,False,True,SYNTHETIC_DEMO_DATA
1838,INC-00001838,2026-01-11T06:25:15Z,2026-01-11T06:32:15Z,2026-01-11T07:05:15Z,,,,20260111,625,5,3,6,3,2,8,0,3,14259,1,65.4,7.0,40.0,,,,False,False,False,False,SYNTHETIC_DEMO_DATA
1839,INC-00001839,2025-03-17T08:54:20Z,2025-03-17T09:06:20Z,2025-03-17T09:46:20Z,2025-03-17T10:14:20Z,2025-03-17T15:07:20Z,2025-03-17T21:38:20Z,20250317,850,4,46,24,2,5,18,1,2,12612,1,61.3,12.0,52.0,80.0,373.0,391.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1840,INC-00001840,2025-04-13T10:41:06Z,2025-04-13T10:54:06Z,2025-04-13T11:08:06Z,2025-04-13T13:30:06Z,2025-04-13T16:16:06Z,2025-04-14T00:58:06Z,20250413,1040,2,128,37,2,5,11,3,2,5441,1,52.2,13.0,27.0,169.0,335.0,522.0,False,False,True,True,SYNTHETIC_DEMO_DATA
1841,INC-00001841,2025-12-18T14:46:56Z,2025-12-18T14:52:56Z,2025-12-18T15:02:56Z,2025-12-18T15:23:56Z,2025-12-18T15:50:56Z,2025-12-19T01:19:56Z,20251218,1445,1,52,27,4,5,6,4,4,8121,1,93.8,6.0,16.0,37.0,64.0,569.0,True,False,False,True,SYNTHETIC_DEMO_DATA
1842,INC-00001842,2025-05-14T13:57:14Z,2025-05-14T14:40:14Z,2025-05-14T14:55:14Z,2025-05-14T16:23:14Z,2025-05-14T18:08:14Z,2025-05-15T00:24:14Z,20250514,1355,3,67,20,2,5,15,3,2,5943,1,47.9,43.0,58.0,146.0,251.0,376.0,False,False,True,True,SYNTHETIC_DEMO_DATA
1843,INC-00001843,2025-09-05T11:09:55Z,2025-09-05T11:15:55Z,2025-09-05T11:28:55Z,2025-09-05T13:17:55Z,2025-09-05T14:33:55Z,2025-09-05T18:46:55Z,20250905,1105,3,25,42,1,5,7,1,1,8741,1,41.7,6.0,19.0,128.0,204.0,253.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1844,INC-00001844,2025-03-28T14:29:16Z,2025-03-28T14:51:16Z,2025-03-28T15:45:16Z,2025-03-28T16:15:16Z,2025-03-29T12:10:16Z,2025-03-29T18:59:16Z,20250328,1425,7,23,18,1,5,18,2,1,1727,1,52.6,22.0,76.0,106.0,1301.0,409.0,False,False,True,True,SYNTHETIC_DEMO_DATA
1845,INC-00001845,2026-06-13T17:30:42Z,2026-06-13T18:34:42Z,2026-06-13T19:22:42Z,,,,20260613,1730,3,211,38,1,2,11,0,1,17202,1,34.5,64.0,112.0,,,,False,False,False,False,SYNTHETIC_DEMO_DATA
1846,INC-00001846,2025-12-31T09:30:15Z,2025-12-31T09:45:15Z,2025-12-31T13:15:15Z,2025-12-31T14:07:15Z,2025-12-31T15:08:15Z,2025-12-31T20:01:15Z,20251231,930,5,98,23,5,5,8,1,5,17776,1,100,15.0,225.0,277.0,338.0,293.0,True,False,False,False,SYNTHETIC_DEMO_DATA
1847,INC-00001847,2025-07-30T18:30:17Z,2025-07-30T18:45:17Z,2025-07-30T18:58:17Z,2025-07-30T19:07:17Z,2025-07-30T20:45:17Z,,20250730,1830,7,57,17,3,4,17,3,3,11437,1,65.0,15.0,28.0,37.0,135.0,,False,False,True,True,SYNTHETIC_DEMO_DATA
1848,INC-00001848,2026-01-16T06:26:42Z,2026-01-16T06:44:42Z,2026-01-16T07:01:42Z,2026-01-16T07:46:42Z,2026-01-16T08:15:42Z,2026-01-16T11:51:42Z,20260116,625,6,226,16,4,5,11,1,4,15066,1,100,18.0,35.0,80.0,109.0,216.0,True,False,False,True,SYNTHETIC_DEMO_DATA
1849,INC-00001849,2025-06-27T10:39:08Z,2025-06-27T11:11:08Z,2025-06-27T11:37:08Z,2025-06-27T16:39:08Z,2025-06-27T17:59:08Z,2025-06-27T21:24:08Z,20250627,1035,7,134,5,1,5,1,4,1,15886,1,31.2,32.0,58.0,360.0,440.0,205.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1850,INC-00001850,2026-07-10T12:30:28Z,2026-07-10T13:20:28Z,2026-07-10T13:24:28Z,2026-07-10T14:58:28Z,2026-07-10T16:48:28Z,,20260710,1230,6,151,30,1,4,12,3,1,9046,1,35.8,50.0,54.0,148.0,258.0,,False,False,True,True,SYNTHETIC_DEMO_DATA
1851,INC-00001851,2026-01-25T13:28:49Z,2026-01-25T13:56:49Z,2026-01-25T14:08:49Z,2026-01-25T15:58:49Z,2026-01-25T21:32:49Z,2026-01-26T06:13:49Z,20260125,1325,1,68,38,2,5,6,1,2,7522,1,66.3,28.0,40.0,150.0,484.0,521.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1852,INC-00001852,2025-07-09T17:20:23Z,2025-07-09T17:34:23Z,2025-07-09T17:52:23Z,2025-07-09T18:25:23Z,2025-07-09T19:07:23Z,2025-07-10T03:23:23Z,20250709,1720,1,128,35,4,5,1,1,4,16731,1,93.9,14.0,32.0,65.0,107.0,496.0,True,False,False,True,SYNTHETIC_DEMO_DATA
1853,INC-00001853,2025-05-05T11:29:42Z,2025-05-05T12:07:42Z,2025-05-05T12:22:42Z,2025-05-05T12:54:42Z,2025-05-05T14:47:42Z,2025-05-05T17:19:42Z,20250505,1125,5,109,16,1,5,9,1,1,3350,1,43.3,38.0,53.0,85.0,198.0,152.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1854,INC-00001854,2025-02-01T20:22:00Z,,,,,,20250201,2020,3,191,37,1,1,2,0,1,11899,1,36.4,,,,,,False,False,False,False,SYNTHETIC_DEMO_DATA
1855,INC-00001855,2026-03-15T09:35:31Z,2026-03-15T09:56:31Z,2026-03-15T10:02:31Z,2026-03-15T18:23:31Z,2026-03-15T23:53:31Z,2026-03-16T01:07:31Z,20260315,935,7,154,16,2,5,14,1,2,3671,1,62.8,21.0,27.0,528.0,858.0,74.0,False,True,False,True,SYNTHETIC_DEMO_DATA
1856,INC-00001856,2026-01-28T12:07:36Z,2026-01-28T12:11:36Z,2026-01-28T12:55:36Z,2026-01-28T14:16:36Z,2026-01-28T21:39:36Z,2026-01-29T02:53:36Z,20260128,1205,1,142,21,1,5,6,1,1,11160,1,34.8,4.0,48.0,129.0,572.0,314.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1857,INC-00001857,2026-07-22T08:15:46Z,2026-07-22T08:22:46Z,2026-07-22T08:51:46Z,,,,20260722,815,7,100,22,2,2,18,0,2,1408,1,59.0,7.0,36.0,,,,False,False,False,False,SYNTHETIC_DEMO_DATA
1858,INC-00001858,2025-07-09T09:51:51Z,2025-07-09T10:13:51Z,2025-07-09T10:23:51Z,,,,20250709,950,3,158,45,1,2,10,0,1,7079,1,47.7,22.0,32.0,,,,False,False,False,False,SYNTHETIC_DEMO_DATA
1859,INC-00001859,2026-02-02T01:30:17Z,2026-02-02T02:27:17Z,2026-02-02T03:25:17Z,2026-02-02T04:21:17Z,2026-02-02T06:14:17Z,2026-02-02T12:39:17Z,20260202,130,6,168,6,2,5,4,1,2,7990,1,74.3,57.0,115.0,171.0,284.0,385.0,True,False,False,True,SYNTHETIC_DEMO_DATA
1860,INC-00001860,2025-03-26T14:00:15Z,2025-03-26T15:01:15Z,2025-03-26T15:16:15Z,2025-03-26T15:47:15Z,2025-03-26T17:18:15Z,2025-03-26T18:03:15Z,20250326,1400,1,205,38,3,5,16,1,3,3130,1,70.5,61.0,76.0,107.0,198.0,45.0,False,False,False,False,SYNTHETIC_DEMO_DATA
1861,INC-00001861,2025-11-09T07:36:36Z,2025-11-09T08:03:36Z,2025-11-09T08:16:36Z,2025-11-09T08:27:36Z,2025-11-09T14:29:36Z,2025-11-09T14:46:36Z,20251109,735,7,19,3,2,5,8,1,2,16998,1,58.4,27.0,40.0,51.0,413.0,17.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1862,INC-00001862,2025-12-31T12:09:41Z,2025-12-31T12:27:41Z,2025-12-31T13:40:41Z,2025-12-31T14:01:41Z,2025-12-31T15:09:41Z,2025-12-31T18:34:41Z,20251231,1205,6,23,37,3,5,2,1,3,442,1,79.1,18.0,91.0,112.0,180.0,205.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1863,INC-00001863,2026-02-01T18:39:42Z,2026-02-01T19:19:42Z,2026-02-01T20:44:42Z,2026-02-02T03:53:42Z,2026-02-02T09:22:42Z,2026-02-02T13:34:42Z,20260201,1835,7,74,34,1,5,11,1,1,2651,1,39.8,40.0,125.0,554.0,883.0,252.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1864,INC-00001864,2026-01-22T18:09:59Z,2026-01-22T18:31:59Z,2026-01-22T18:52:59Z,2026-01-22T22:23:59Z,2026-01-23T02:54:59Z,2026-01-23T10:10:59Z,20260122,1805,7,212,30,1,5,4,1,1,1501,1,50.6,22.0,43.0,254.0,525.0,436.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1865,INC-00001865,2025-02-18T09:05:15Z,2025-02-18T09:09:15Z,2025-02-18T09:20:15Z,2025-02-18T10:04:15Z,2025-02-18T10:29:15Z,2025-02-18T12:23:15Z,20250218,905,3,197,22,4,5,18,4,4,17745,1,90.6,4.0,15.0,59.0,84.0,114.0,True,False,False,True,SYNTHETIC_DEMO_DATA
1866,INC-00001866,2026-05-24T09:12:10Z,2026-05-24T09:44:10Z,2026-05-24T09:55:10Z,2026-05-24T12:12:10Z,2026-05-24T13:46:10Z,2026-05-25T01:08:10Z,20260524,910,3,43,23,4,5,11,1,4,3102,1,96.8,32.0,43.0,180.0,274.0,682.0,True,False,False,False,SYNTHETIC_DEMO_DATA
1867,INC-00001867,2025-10-14T16:04:02Z,2025-10-14T16:08:02Z,2025-10-14T16:28:02Z,2025-10-14T17:31:02Z,2025-10-14T20:27:02Z,2025-10-15T02:19:02Z,20251014,1600,5,28,42,2,5,2,1,2,1289,1,59.8,4.0,24.0,87.0,263.0,352.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1868,INC-00001868,2026-04-16T08:38:26Z,2026-04-16T09:17:26Z,2026-04-16T09:27:26Z,2026-04-16T16:10:26Z,2026-04-16T21:52:26Z,,20260416,835,4,161,14,3,4,14,1,3,16879,1,65.7,39.0,49.0,452.0,794.0,,False,False,False,False,SYNTHETIC_DEMO_DATA
1869,INC-00001869,2026-03-25T16:16:15Z,2026-03-25T16:51:15Z,2026-03-25T17:04:15Z,2026-03-25T19:49:15Z,2026-03-25T21:44:15Z,2026-03-26T03:37:15Z,20260325,1615,5,51,5,1,5,5,1,1,15632,1,42.5,35.0,48.0,213.0,328.0,353.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1870,INC-00001870,2025-04-10T18:23:34Z,2025-04-10T18:34:34Z,2025-04-10T19:07:34Z,2025-04-10T19:51:34Z,2025-04-10T22:58:34Z,2025-04-11T10:30:34Z,20250410,1820,6,16,35,2,5,17,1,2,15947,1,65.0,11.0,44.0,88.0,275.0,692.0,True,False,False,True,SYNTHETIC_DEMO_DATA
1871,INC-00001871,2025-06-19T08:24:58Z,2025-06-19T09:18:58Z,2025-06-19T09:29:58Z,2025-06-19T15:02:58Z,2025-06-19T19:23:58Z,2025-06-20T01:10:58Z,20250619,820,6,163,26,1,5,9,2,1,5407,1,41.0,54.0,65.0,398.0,659.0,347.0,False,False,True,True,SYNTHETIC_DEMO_DATA
1872,INC-00001872,2025-05-06T10:49:04Z,2025-05-06T11:41:04Z,2025-05-06T12:15:04Z,2025-05-06T14:06:04Z,2025-05-06T16:04:04Z,,20250506,1045,3,226,14,1,4,2,3,1,5154,1,43.4,52.0,86.0,197.0,315.0,,False,False,True,True,SYNTHETIC_DEMO_DATA
1873,INC-00001873,2026-07-13T11:32:57Z,2026-07-13T11:51:57Z,2026-07-13T12:01:57Z,2026-07-13T13:46:57Z,2026-07-13T14:01:57Z,2026-07-13T16:22:57Z,20260713,1130,5,240,18,4,5,16,1,4,8963,1,97.8,19.0,29.0,134.0,149.0,141.0,True,False,False,True,SYNTHETIC_DEMO_DATA
1874,INC-00001874,2026-02-26T10:09:37Z,2026-02-26T11:30:37Z,2026-02-26T11:39:37Z,2026-02-26T13:33:37Z,2026-02-26T16:20:37Z,2026-02-26T20:22:37Z,20260226,1005,3,3,10,1,5,6,1,1,15536,1,38.0,81.0,90.0,204.0,371.0,242.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1875,INC-00001875,2025-12-03T16:52:47Z,2025-12-03T17:18:47Z,2025-12-03T17:25:47Z,2025-12-03T22:00:47Z,2025-12-04T02:38:47Z,2025-12-04T05:17:47Z,20251203,1650,2,49,8,1,5,17,1,1,6322,1,31.2,26.0,33.0,308.0,586.0,159.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1876,INC-00001876,2025-05-07T21:27:50Z,2025-05-07T22:08:50Z,2025-05-07T22:21:50Z,2025-05-07T23:48:50Z,2025-05-08T09:06:50Z,2025-05-08T16:55:50Z,20250507,2125,3,227,8,1,5,10,3,1,7141,1,35.7,41.0,54.0,141.0,699.0,469.0,False,False,True,True,SYNTHETIC_DEMO_DATA
1877,INC-00001877,2025-05-06T08:21:46Z,2025-05-06T08:35:46Z,2025-05-06T09:00:46Z,2025-05-06T09:27:46Z,2025-05-06T12:17:46Z,2025-05-06T23:40:46Z,20250506,820,7,122,38,1,5,3,1,1,10163,1,54.5,14.0,39.0,66.0,236.0,683.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1878,INC-00001878,2026-05-07T18:11:31Z,2026-05-07T18:36:31Z,2026-05-07T18:43:31Z,2026-05-07T20:08:31Z,2026-05-07T22:16:31Z,2026-05-08T00:03:31Z,20260507,1810,3,222,23,2,5,15,1,2,3524,1,55.4,25.0,32.0,117.0,245.0,107.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1879,INC-00001879,2025-06-30T13:30:06Z,2025-06-30T13:59:06Z,2025-06-30T14:24:06Z,2025-06-30T14:56:06Z,2025-06-30T16:29:06Z,2025-07-01T01:05:06Z,20250630,1330,3,229,26,3,5,9,3,3,3406,1,66.6,29.0,54.0,86.0,179.0,516.0,False,False,True,True,SYNTHETIC_DEMO_DATA
1880,INC-00001880,2026-07-17T20:57:32Z,2026-07-17T21:37:32Z,2026-07-17T21:49:32Z,2026-07-17T23:25:32Z,2026-07-17T23:52:32Z,2026-07-18T03:49:32Z,20260717,2055,7,226,41,1,5,18,2,1,10662,1,40.1,40.0,52.0,148.0,175.0,237.0,False,False,True,True,SYNTHETIC_DEMO_DATA
1881,INC-00001881,2025-12-24T16:06:48Z,2025-12-24T16:37:48Z,2025-12-24T17:22:48Z,2025-12-24T19:37:48Z,2025-12-25T01:12:48Z,2025-12-25T04:04:48Z,20251224,1605,5,120,33,3,5,13,3,3,16805,1,75.5,31.0,76.0,211.0,546.0,172.0,True,False,True,True,SYNTHETIC_DEMO_DATA
1882,INC-00001882,2025-12-19T11:28:20Z,2025-12-19T11:57:20Z,2025-12-19T12:18:20Z,2025-12-19T12:51:20Z,2025-12-19T18:29:20Z,2025-12-20T02:13:20Z,20251219,1125,4,206,5,1,5,4,2,1,14460,1,27.6,29.0,50.0,83.0,421.0,464.0,False,False,True,True,SYNTHETIC_DEMO_DATA
1883,INC-00001883,2025-12-17T19:55:09Z,2025-12-17T20:14:09Z,2025-12-17T20:41:09Z,2025-12-17T21:17:09Z,2025-12-17T23:53:09Z,2025-12-18T04:06:09Z,20251217,1955,2,99,28,4,5,18,1,4,15189,1,81.3,19.0,46.0,82.0,238.0,253.0,True,False,False,True,SYNTHETIC_DEMO_DATA
1884,INC-00001884,2025-05-07T15:48:41Z,2025-05-07T16:09:41Z,2025-05-07T16:29:41Z,2025-05-07T19:40:41Z,2025-05-07T20:24:41Z,2025-05-08T01:53:41Z,20250507,1545,6,239,4,1,5,8,3,1,7236,1,50.9,21.0,41.0,232.0,276.0,329.0,False,False,True,True,SYNTHETIC_DEMO_DATA
