IncidentTechniqueKey,IncidentKey,AttackTechniqueKey,IsPrimary
3014,2412,3,True
3015,2412,24,False
3016,2413,22,True
3017,2414,2,True
3018,2415,3,True
3019,2416,25,False
3020,2416,26,True
3021,2417,23,True
3022,2418,22,True
3023,2419,24,True
3024,2420,1,True
3025,2420,4,False
3026,2421,10,True
3027,2422,9,True
3028,2423,15,True
3029,2424,4,True
3030,2424,11,False
3031,2425,9,True
3032,2426,15,True
3033,2427,5,True
3034,2428,14,True
3035,2428,25,False
3036,2429,21,True
3037,2430,26,True
3038,2431,10,True
3039,2432,4,False
3040,2432,15,True
3041,2433,12,True
3042,2434,18,True
3043,2435,19,True
3044,2436,19,False
3045,2436,26,True
3046,2437,15,True
3047,2438,17,True
3048,2439,6,True
3049,2440,9,False
3050,2440,12,True
3051,2441,15,True
3052,2442,14,True
3053,2443,18,True
3054,2444,4,True
3055,2444,5,False
3056,2445,26,True
3057,2446,10,True
3058,2447,14,True
3059,2448,1,False
3060,2448,22,True
3061,2449,18,True
3062,2450,21,True
3063,2451,19,True
3064,2452,2,True
3065,2452,11,False
3066,2453,3,True
3067,2454,8,True
3068,2455,11,True
3069,2456,13,False
3070,2456,26,True
3071,2457,23,True
3072,2458,15,True
3073,2459,26,True
3074,2460,5,False
3075,2460,14,True
3076,2461,26,True
3077,2462,8,True
3078,2463,25,True
3079,2464,3,True
3080,2464,24,False
3081,2465,9,True
3082,2466,1,True
3083,2467,12,True
3084,2468,18,False
3085,2468,19,True
3086,2469,18,True
3087,2470,2,True
3088,2471,20,True
3089,2472,18,True
3090,2472,21,False
3091,2473,12,True
3092,2474,19,True
3093,2475,24,True
3094,2476,15,True
3095,2476,22,False
3096,2477,4,True
3097,2478,12,True
3098,2479,24,True
3099,2480,7,False
3100,2480,22,True
3101,2481,21,True
3102,2482,22,True
3103,2483,24,True
3104,2484,5,True
3105,2484,20,False
3106,2485,23,True
3107,2486,22,True
3108,2487,15,True
3109,2488,14,False
3110,2488,21,True
3111,2489,4,True
3112,2490,2,True
3113,2491,24,True
3114,2492,18,False
3115,2492,21,True
3116,2493,21,True
3117,2494,7,True
3118,2495,15,True
3119,2496,12,True
3120,2496,13,False
3121,2497,17,True
3122,2498,23,True
3123,2499,17,True
3124,2500,7,True
3125,2500,12,False
3126,2501,9,True
3127,2502,16,True
3128,2503,9,True
3129,2504,9,False
3130,2504,26,True
3131,2505,26,True
3132,2506,23,True
3133,2507,26,True
3134,2508,8,True
3135,2508,21,False
3136,2509,7,True
3137,2510,4,True
3138,2511,6,True
3139,2512,15,False
3140,2512,24,True
3141,2513,11,True
3142,2514,19,True
3143,2515,10,True
3144,2516,17,False
3145,2516,22,True
3146,2517,3,True
3147,2518,3,True
3148,2519,14,True
3149,2520,12,False
3150,2520,13,True
3151,2521,12,True
3152,2522,19,True
3153,2523,5,True
3154,2524,15,True
3155,2524,18,False
3156,2525,26,True
3157,2526,14,True
3158,2527,21,True
3159,2528,7,False
3160,2528,26,True
3161,2529,19,True
3162,2530,23,True
3163,2531,23,True
3164,2532,5,True
3165,2532,16,False
3166,2533,10,True
3167,2534,15,True
3168,2535,17,True
3169,2536,12,False
3170,2536,23,True
3171,2537,3,True
3172,2538,23,True
3173,2539,12,True
3174,2540,5,False
3175,2540,12,True
3176,2541,15,True
3177,2542,26,True
3178,2543,20,True
3179,2544,11,False
3180,2544,14,True
3181,2545,1,True
3182,2546,16,True
3183,2547,5,True
3184,2548,13,True
3185,2548,14,False
3186,2549,20,True
3187,2550,16,True
3188,2551,12,True
3189,2552,13,True
3190,2552,18,False
3191,2553,21,True
3192,2554,10,True
3193,2555,6,True
3194,2556,10,True
3195,2556,19,False
3196,2557,10,True
3197,2558,24,True
3198,2559,4,True
3199,2560,6,False
3200,2560,19,True
3201,2561,26,True
3202,2562,6,True
3203,2563,7,True
3204,2564,9,True
3205,2564,26,False
3206,2565,21,True
3207,2566,2,True
3208,2567,22,True
3209,2568,2,True
3210,2568,23,False
3211,2569,19,True
3212,2570,6,True
3213,2571,22,True
3214,2572,16,False
3215,2572,17,True
3216,2573,6,True
3217,2574,22,True
3218,2575,8,True
3219,2576,10,True
3220,2576,13,False
3221,2577,17,True
3222,2578,26,True
3223,2579,9,True
3224,2580,2,True
3225,2580,9,False
3226,2581,16,True
3227,2582,6,True
3228,2583,10,True
3229,2584,7,False
3230,2584,22,True
3231,2585,26,True
3232,2586,16,True
3233,2587,22,True
3234,2588,9,False
3235,2588,20,True
3236,2589,17,True
3237,2590,7,True
3238,2591,22,True
3239,2592,19,False
3240,2592,26,True
3241,2593,22,True
3242,2594,23,True
3243,2595,3,True
3244,2596,14,False
3245,2596,17,True
3246,2597,21,True
3247,2598,2,True
3248,2599,22,True
3249,2600,17,True
3250,2600,18,False
3251,2601,9,True
3252,2602,15,True
3253,2603,17,True
3254,2604,18,True
3255,2604,23,False
3256,2605,15,True
3257,2606,25,True
3258,2607,6,True
3259,2608,5,False
3260,2608,22,True
3261,2609,15,True
3262,2610,7,True
3263,2611,22,True
3264,2612,12,True
3265,2612,25,False
3266,2613,10,True
3267,2614,26,True
3268,2615,1,True
3269,2616,2,True
3270,2616,19,False
3271,2617,19,True
3272,2618,16,True
3273,2619,24,True
3274,2620,11,False
3275,2620,16,True
3276,2621,13,True
3277,2622,9,True
3278,2623,9,True
3279,2624,2,False
3280,2624,3,True
3281,2625,3,True
3282,2626,23,True
3283,2627,17,True
3284,2628,18,True
3285,2628,21,False
3286,2629,20,True
3287,2630,15,True
3288,2631,17,True
3289,2632,12,True
3290,2632,19,False
3291,2633,17,True
3292,2634,15,True
3293,2635,9,True
3294,2636,5,False
3295,2636,20,True
3296,2637,4,True
3297,2638,21,True
3298,2639,9,True
3299,2640,15,False
3300,2640,26,True
3301,2641,5,True
3302,2642,24,True
3303,2643,22,True
3304,2644,2,False
3305,2644,9,True
3306,2645,14,True
3307,2646,24,True
3308,2647,7,True
3309,2648,3,True
3310,2648,26,False
3311,2649,14,True
3312,2650,22,True
3313,2651,9,True
3314,2652,9,True
3315,2652,10,False
3316,2653,18,True
3317,2654,12,True
3318,2655,24,True
3319,2656,12,True
3320,2656,17,False
3321,2657,7,True
3322,2658,20,True
3323,2659,3,True
3324,2660,5,True
3325,2660,14,False
3326,2661,18,True
3327,2662,19,True
3328,2663,12,True
3329,2664,4,False
3330,2664,17,True
3331,2665,21,True
3332,2666,22,True
3333,2667,14,True
3334,2668,17,False
3335,2668,26,True
3336,2669,2,True
3337,2670,2,True
3338,2671,12,True
3339,2672,10,False
3340,2672,15,True
3341,2673,16,True
3342,2674,6,True
3343,2675,9,True
3344,2676,20,False
3345,2676,21,True
3346,2677,4,True
3347,2678,17,True
3348,2679,19,True
3349,2680,5,True
3350,2680,8,False
3351,2681,24,True
3352,2682,19,True
3353,2683,12,True
3354,2684,5,True
3355,2684,12,False
3356,2685,6,True
3357,2686,24,True
3358,2687,18,True
3359,2688,7,False
3360,2688,22,True
3361,2689,24,True
3362,2690,8,True
3363,2691,23,True
3364,2692,5,True
3365,2692,20,False
3366,2693,2,True
3367,2694,4,True
3368,2695,23,True
3369,2696,15,False
3370,2696,22,True
3371,2697,14,True
3372,2698,21,True
3373,2699,24,True
3374,2700,12,False
3375,2700,15,True
3376,2701,14,True
3377,2702,3,True
3378,2703,17,True
3379,2704,15,True
3380,2704,16,False
3381,2705,19,True
3382,2706,5,True
3383,2707,25,True
3384,2708,18,True
3385,2708,23,False
3386,2709,9,True
3387,2710,21,True
3388,2711,16,True
3389,2712,3,True
3390,2712,12,False
3391,2713,12,True
3392,2714,6,True
3393,2715,4,True
3394,2716,9,True
3395,2716,22,False
3396,2717,13,True
3397,2718,24,True
3398,2719,15,True
3399,2720,6,False
3400,2720,15,True
3401,2721,26,True
3402,2722,19,True
3403,2723,14,True
3404,2724,9,False
3405,2724,14,True
3406,2725,15,True
3407,2726,26,True
3408,2727,22,True
3409,2728,1,False
3410,2728,2,True
3411,2729,17,True
3412,2730,8,True
3413,2731,2,True
3414,2732,3,True
3415,2732,6,False
3416,2733,26,True
3417,2734,3,True
3418,2735,10,True
3419,2736,15,True
3420,2736,22,False
3421,2737,21,True
3422,2738,5,True
3423,2739,9,True
3424,2740,12,True
3425,2740,23,False
3426,2741,16,True
3427,2742,22,True
3428,2743,23,True
3429,2744,10,True
3430,2744,25,False
3431,2745,16,True
3432,2746,3,True
3433,2747,6,True
3434,2748,2,True
3435,2748,21,False
3436,2749,21,True
3437,2750,26,True
3438,2751,15,True
3439,2752,18,False
3440,2752,21,True
3441,2753,19,True
3442,2754,7,True
3443,2755,11,True
3444,2756,9,True
3445,2756,10,False
3446,2757,19,True
3447,2758,8,True
3448,2759,2,True
3449,2760,16,True
3450,2760,21,False
3451,2761,14,True
3452,2762,26,True
3453,2763,23,True
3454,2764,2,True
3455,2764,11,False
3456,2765,15,True
3457,2766,12,True
3458,2767,4,True
3459,2768,8,False
3460,2768,21,True
3461,2769,6,True
3462,2770,12,True
3463,2771,16,True
3464,2772,12,False
3465,2772,21,True
3466,2773,3,True
3467,2774,16,True
3468,2775,18,True
3469,2776,8,False
3470,2776,13,True
3471,2777,26,True
3472,2778,8,True
3473,2779,22,True
3474,2780,1,False
3475,2780,2,True
3476,2781,17,True
3477,2782,26,True
3478,2783,6,True
3479,2784,12,True
3480,2784,15,False
3481,2785,19,True
3482,2786,13,True
3483,2787,22,True
3484,2788,17,True
3485,2788,24,False
3486,2789,26,True
3487,2790,3,True
3488,2791,3,True
3489,2792,3,True
3490,2792,14,False
3491,2793,19,True
3492,2794,22,True
3493,2795,21,True
3494,2796,13,False
3495,2796,24,True
3496,2797,19,True
3497,2798,7,True
3498,2799,16,True
3499,2800,17,False
3500,2800,24,True
3501,2801,6,True
3502,2802,18,True
3503,2803,18,True
3504,2804,5,False
3505,2804,8,True
3506,2805,17,True
3507,2806,12,True
3508,2807,17,True
3509,2808,14,True
3510,2808,15,False
3511,2809,21,True
3512,2810,3,True
3513,2811,16,True
3514,2812,19,True
3515,2812,24,False
3516,2813,10,True
3517,2814,2,True
3518,2815,14,True
3519,2816,4,False
3520,2816,21,True
3521,2817,15,True
3522,2818,19,True
3523,2819,4,True
3524,2820,10,True
3525,2820,23,False
3526,2821,2,True
3527,2822,6,True
3528,2823,2,True
3529,2824,1,False
3530,2824,10,True
3531,2825,8,True
3532,2826,19,True
3533,2827,21,True
3534,2828,9,False
3535,2828,14,True
3536,2829,25,True
3537,2830,7,True
3538,2831,26,True
3539,2832,1,True
3540,2832,26,False
3541,2833,14,True
3542,2834,6,True
3543,2835,21,True
3544,2836,15,True
3545,2836,18,False
3546,2837,26,True
3547,2838,17,True
3548,2839,22,True
3549,2840,18,True
3550,2840,25,False
3551,2841,3,True
3552,2842,12,True
3553,2843,14,True
3554,2844,6,True
3555,2844,17,False
3556,2845,26,True
3557,2846,18,True
3558,2847,19,True
3559,2848,6,False
3560,2848,17,True
3561,2849,21,True
3562,2850,26,True
3563,2851,15,True
3564,2852,2,False
3565,2852,9,True
3566,2853,12,True
3567,2854,7,True
3568,2855,11,True
3569,2856,1,True
3570,2856,24,False
3571,2857,2,True
3572,2858,3,True
3573,2859,10,True
3574,2860,12,True
3575,2860,13,False
3576,2861,26,True
3577,2862,8,True
3578,2863,16,True
3579,2864,10,True
3580,2864,15,False
3581,2865,4,True
3582,2866,26,True
3583,2867,16,True
3584,2868,17,True
3585,2868,26,False
3586,2869,10,True
3587,2870,10,True
3588,2871,24,True
3589,2872,12,True
3590,2872,25,False
3591,2873,24,True
3592,2874,23,True
3593,2875,26,True
3594,2876,12,False
3595,2876,21,True
3596,2877,21,True
3597,2878,21,True
3598,2879,14,True
3599,2880,2,True
3600,2880,23,False
3601,2881,8,True
3602,2882,26,True
3603,2883,15,True
3604,2884,3,False
3605,2884,4,True
3606,2885,20,True
3607,2886,19,True
3608,2887,8,True
3609,2888,15,True
3610,2888,18,False
3611,2889,2,True
3612,2890,21,True
3613,2891,10,True
3614,2892,7,False
3615,2892,26,True
3616,2893,3,True
3617,2894,8,True
3618,2895,24,True
3619,2896,3,True
3620,2896,14,False
3621,2897,4,True
3622,2898,22,True
3623,2899,22,True
3624,2900,3,False
3625,2900,14,True
3626,2901,24,True
3627,2902,9,True
3628,2903,12,True
3629,2904,2,True
3630,2904,21,False
3631,2905,11,True
3632,2906,14,True
3633,2907,21,True
3634,2908,23,False
3635,2908,26,True
3636,2909,26,True
3637,2910,16,True
3638,2911,2,True
3639,2912,22,True
3640,2912,23,False
3641,2913,16,True
3642,2914,19,True
3643,2915,16,True
3644,2916,2,True
3645,2916,7,False
3646,2917,4,True
3647,2918,8,True
3648,2919,15,True
3649,2920,6,False
3650,2920,23,True
3651,2921,22,True
3652,2922,17,True
3653,2923,12,True
3654,2924,6,True
3655,2924,19,False
3656,2925,9,True
3657,2926,20,True
3658,2927,15,True
3659,2928,1,False
3660,2928,10,True
3661,2929,9,True
3662,2930,26,True
3663,2931,12,True
3664,2932,5,True
3665,2932,26,False
3666,2933,21,True
3667,2934,3,True
3668,2935,26,True
3669,2936,2,False
3670,2936,3,True
3671,2937,24,True
3672,2938,10,True
3673,2939,17,True
3674,2940,4,True
3675,2940,7,False
3676,2941,15,True
3677,2942,22,True
3678,2943,3,True
3679,2944,12,True
3680,2944,19,False
3681,2945,3,True
3682,2946,14,True
3683,2947,16,True
3684,2948,8,False
3685,2948,23,True
3686,2949,19,True
3687,2950,21,True
3688,2951,23,True
3689,2952,9,True
3690,2952,24,False
3691,2953,17,True
3692,2954,24,True
3693,2955,5,True
3694,2956,18,False
3695,2956,25,True
3696,2957,3,True
3697,2958,25,True
3698,2959,23,True
3699,2960,20,False
3700,2960,23,True
3701,2961,14,True
3702,2962,10,True
3703,2963,22,True
3704,2964,1,False
3705,2964,26,True
3706,2965,18,True
3707,2966,18,True
3708,2967,19,True
3709,2968,5,False
3710,2968,26,True
3711,2969,16,True
3712,2970,15,True
3713,2971,21,True
3714,2972,17,True
3715,2972,26,False
3716,2973,5,True
3717,2974,23,True
3718,2975,3,True
3719,2976,1,False
3720,2976,14,True
3721,2977,23,True
3722,2978,24,True
3723,2979,8,True
3724,2980,10,False
3725,2980,19,True
3726,2981,4,True
3727,2982,4,True
3728,2983,23,True
3729,2984,15,False
3730,2984,20,True
3731,2985,12,True
3732,2986,17,True
3733,2987,17,True
3734,2988,15,False
3735,2988,16,True
3736,2989,19,True
3737,2990,14,True
3738,2991,16,True
3739,2992,16,True
3740,2992,19,False
3741,2993,18,True
3742,2994,19,True
3743,2995,3,True
3744,2996,14,True
3745,2996,21,False
3746,2997,2,True
3747,2998,16,True
3748,2999,23,True
3749,3000,1,False
3750,3000,16,True
3751,3001,2,True
3752,3002,26,True
3753,3003,16,True
3754,3004,6,False
3755,3004,17,True
3756,3005,26,True
3757,3006,16,True
3758,3007,3,True
3759,3008,7,False
3760,3008,14,True
3761,3009,12,True
3762,3010,26,True
3763,3011,12,True
3764,3012,2,True
3765,3012,25,False
3766,3013,12,True
3767,3014,3,True
3768,3015,23,True
3769,3016,1,True
3770,3016,2,False
3771,3017,21,True
3772,3018,19,True
3773,3019,17,True
3774,3020,20,True
3775,3020,25,False
3776,3021,19,True
3777,3022,7,True
3778,3023,26,True
3779,3024,5,False
3780,3024,22,True
3781,3025,3,True
3782,3026,19,True
3783,3027,19,True
3784,3028,2,True
3785,3028,15,False
3786,3029,16,True
3787,3030,17,True
3788,3031,6,True
3789,3032,9,True
3790,3032,26,False
3791,3033,19,True
3792,3034,15,True
3793,3035,16,True
3794,3036,4,False
3795,3036,9,True
3796,3037,5,True
3797,3038,8,True
3798,3039,23,True
3799,3040,25,False
3800,3040,26,True
3801,3041,18,True
3802,3042,15,True
3803,3043,14,True
3804,3044,2,True
3805,3044,5,False
3806,3045,26,True
3807,3046,3,True
3808,3047,12,True
3809,3048,5,False
3810,3048,24,True
3811,3049,4,True
3812,3050,5,True
3813,3051,2,True
3814,3052,3,True
3815,3052,14,False
3816,3053,22,True
3817,3054,10,True
3818,3055,19,True
3819,3056,6,False
3820,3056,17,True
3821,3057,8,True
3822,3058,2,True
3823,3059,23,True
3824,3060,1,False
3825,3060,8,True
3826,3061,10,True
3827,3062,2,True
3828,3063,7,True
3829,3064,19,False
3830,3064,22,True
3831,3065,24,True
3832,3066,3,True
3833,3067,25,True
3834,3068,21,True
3835,3068,22,False
3836,3069,16,True
3837,3070,12,True
3838,3071,12,True
3839,3072,14,True
3840,3072,19,False
3841,3073,22,True
3842,3074,26,True
3843,3075,7,True
3844,3076,14,True
3845,3076,23,False
3846,3077,9,True
3847,3078,2,True
3848,3079,8,True
3849,3080,12,False
3850,3080,25,True
3851,3081,8,True
3852,3082,6,True
3853,3083,5,True
3854,3084,10,False
3855,3084,19,True
3856,3085,23,True
3857,3086,4,True
3858,3087,22,True
3859,3088,3,True
3860,3088,24,False
3861,3089,9,True
3862,3090,19,True
3863,3091,6,True
3864,3092,18,False
3865,3092,19,True
3866,3093,15,True
3867,3094,26,True
3868,3095,16,True
3869,3096,1,False
3870,3096,24,True
3871,3097,16,True
3872,3098,3,True
3873,3099,12,True
3874,3100,2,False
3875,3100,21,True
3876,3101,4,True
3877,3102,25,True
3878,3103,26,True
3879,3104,4,True
3880,3104,15,False
3881,3105,3,True
3882,3106,4,True
3883,3107,10,True
3884,3108,2,True
3885,3108,17,False
3886,3109,5,True
3887,3110,4,True
3888,3111,2,True
3889,3112,3,True
3890,3112,22,False
3891,3113,20,True
3892,3114,26,True
3893,3115,7,True
3894,3116,3,True
3895,3116,26,False
3896,3117,22,True
3897,3118,12,True
3898,3119,3,True
3899,3120,7,True
3900,3120,8,False
3901,3121,11,True
3902,3122,13,True
3903,3123,8,True
3904,3124,4,False
3905,3124,25,True
3906,3125,19,True
3907,3126,16,True
3908,3127,16,True
3909,3128,6,True
3910,3128,15,False
3911,3129,9,True
3912,3130,13,True
3913,3131,21,True
3914,3132,13,False
3915,3132,26,True
3916,3133,7,True
3917,3134,2,True
3918,3135,19,True
3919,3136,13,False
3920,3136,22,True
3921,3137,8,True
3922,3138,5,True
3923,3139,5,True
3924,3140,3,False
3925,3140,8,True
3926,3141,26,True
3927,3142,12,True
3928,3143,6,True
3929,3144,21,False
3930,3144,22,True
3931,3145,4,True
3932,3146,11,True
3933,3147,10,True
3934,3148,8,True
3935,3148,11,False
3936,3149,17,True
3937,3150,24,True
3938,3151,2,True
3939,3152,7,True
3940,3152,14,False
3941,3153,4,True
3942,3154,19,True
3943,3155,9,True
3944,3156,3,False
3945,3156,18,True
3946,3157,13,True
3947,3158,5,True
3948,3159,16,True
3949,3160,5,True
3950,3160,20,False
3951,3161,15,True
3952,3162,10,True
3953,3163,21,True
3954,3164,6,False
3955,3164,13,True
3956,3165,7,True
3957,3166,19,True
3958,3167,24,True
3959,3168,13,False
3960,3168,16,True
3961,3169,25,True
3962,3170,11,True
3963,3171,2,True
3964,3172,12,True
3965,3172,13,False
3966,3173,2,True
3967,3174,24,True
3968,3175,19,True
3969,3176,19,True
3970,3176,24,False
3971,3177,5,True
3972,3178,19,True
3973,3179,3,True
3974,3180,9,True
3975,3180,18,False
3976,3181,3,True
3977,3182,12,True
3978,3183,15,True
3979,3184,2,False
3980,3184,15,True
3981,3185,13,True
3982,3186,7,True
3983,3187,9,True
3984,3188,6,True
3985,3188,23,False
3986,3189,21,True
3987,3190,2,True
3988,3191,21,True
3989,3192,18,False
3990,3192,23,True
3991,3193,20,True
3992,3194,12,True
3993,3195,10,True
3994,3196,21,False
3995,3196,22,True
3996,3197,26,True
3997,3198,9,True
3998,3199,3,True
3999,3200,23,True
4000,3200,26,False
