LifecycleKey,IncidentKey,Stage,StageOrder,StageAtUTC,StageDateKey,AnalystKey,MinutesFromPreviousStage,SafeAction
6464,1144,Created,1,2025-08-15T13:52:52Z,20250815,5,,Transição sintética para Created.
6465,1144,Acknowledged,2,2025-08-15T14:07:52Z,20250815,5,15.0,Transição sintética para Acknowledged.
6466,1144,Triaged,3,2025-08-15T14:21:52Z,20250815,5,14.0,Transição sintética para Triaged.
6467,1144,Contained,4,2025-08-15T15:39:52Z,20250815,5,78.0,Transição sintética para Contained.
6468,1144,Resolved,5,2025-08-15T20:04:52Z,20250815,5,265.0,Transição sintética para Resolved.
6469,1145,Created,1,2025-06-19T09:42:46Z,20250619,17,,Transição sintética para Created.
6470,1145,Acknowledged,2,2025-06-19T10:11:46Z,20250619,17,29.0,Transição sintética para Acknowledged.
6471,1145,Triaged,3,2025-06-19T10:30:46Z,20250619,17,19.0,Transição sintética para Triaged.
6472,1145,Contained,4,2025-06-19T11:53:46Z,20250619,17,83.0,Transição sintética para Contained.
6473,1145,Resolved,5,2025-06-19T14:18:46Z,20250619,17,145.0,Transição sintética para Resolved.
6474,1145,Closed,6,2025-06-19T20:02:46Z,20250619,17,344.0,Transição sintética para Closed.
6475,1146,Created,1,2026-01-25T11:56:58Z,20260125,9,,Transição sintética para Created.
6476,1146,Acknowledged,2,2026-01-25T11:58:58Z,20260125,9,2.0,Transição sintética para Acknowledged.
6477,1146,Triaged,3,2026-01-25T12:18:58Z,20260125,9,20.0,Transição sintética para Triaged.
6478,1146,Contained,4,2026-01-25T12:43:58Z,20260125,9,25.0,Transição sintética para Contained.
6479,1146,Resolved,5,2026-01-25T16:18:58Z,20260125,9,215.0,Transição sintética para Resolved.
6480,1146,Closed,6,2026-01-26T02:25:58Z,20260126,9,607.0,Transição sintética para Closed.
6481,1147,Created,1,2025-08-31T20:14:55Z,20250831,1,,Transição sintética para Created.
6482,1147,Acknowledged,2,2025-08-31T20:40:55Z,20250831,1,26.0,Transição sintética para Acknowledged.
6483,1147,Triaged,3,2025-08-31T21:07:55Z,20250831,1,27.0,Transição sintética para Triaged.
6484,1147,Contained,4,2025-08-31T21:44:55Z,20250831,1,37.0,Transição sintética para Contained.
6485,1147,Resolved,5,2025-09-01T03:19:55Z,20250901,1,335.0,Transição sintética para Resolved.
6486,1147,Closed,6,2025-09-01T04:48:55Z,20250901,1,89.0,Transição sintética para Closed.
6487,1148,Created,1,2025-03-07T11:42:37Z,20250307,14,,Transição sintética para Created.
6488,1148,Acknowledged,2,2025-03-07T11:53:37Z,20250307,14,11.0,Transição sintética para Acknowledged.
6489,1148,Triaged,3,2025-03-07T12:10:37Z,20250307,14,17.0,Transição sintética para Triaged.
6490,1148,Contained,4,2025-03-07T15:06:37Z,20250307,14,176.0,Transição sintética para Contained.
6491,1148,Resolved,5,2025-03-07T15:37:37Z,20250307,14,31.0,Transição sintética para Resolved.
6492,1148,Closed,6,2025-03-07T22:17:37Z,20250307,14,400.0,Transição sintética para Closed.
6493,1149,Created,1,2026-07-25T10:17:26Z,20260725,6,,Transição sintética para Created.
6494,1149,Acknowledged,2,2026-07-25T10:48:26Z,20260725,6,31.0,Transição sintética para Acknowledged.
6495,1149,Triaged,3,2026-07-25T10:51:26Z,20260725,6,3.0,Transição sintética para Triaged.
6496,1149,Contained,4,2026-07-25T11:32:26Z,20260725,6,41.0,Transição sintética para Contained.
6497,1149,Resolved,5,2026-07-25T17:19:26Z,20260725,6,347.0,Transição sintética para Resolved.
6498,1149,Closed,6,2026-07-26T02:15:26Z,20260726,6,536.0,Transição sintética para Closed.
6499,1150,Created,1,2025-11-17T19:32:32Z,20251117,18,,Transição sintética para Created.
6500,1150,Acknowledged,2,2025-11-17T19:58:32Z,20251117,18,26.0,Transição sintética para Acknowledged.
6501,1150,Triaged,3,2025-11-17T20:27:32Z,20251117,18,29.0,Transição sintética para Triaged.
6502,1150,Contained,4,2025-11-17T22:41:32Z,20251117,18,134.0,Transição sintética para Contained.
6503,1150,Resolved,5,2025-11-17T23:12:32Z,20251117,18,31.0,Transição sintética para Resolved.
6504,1150,Closed,6,2025-11-18T07:17:32Z,20251118,18,485.0,Transição sintética para Closed.
6505,1151,Created,1,2025-10-19T10:23:09Z,20251019,11,,Transição sintética para Created.
6506,1151,Acknowledged,2,2025-10-19T10:31:09Z,20251019,11,8.0,Transição sintética para Acknowledged.
6507,1151,Triaged,3,2025-10-19T12:25:09Z,20251019,11,114.0,Transição sintética para Triaged.
6508,1151,Contained,4,2025-10-19T13:35:09Z,20251019,11,70.0,Transição sintética para Contained.
6509,1151,Resolved,5,2025-10-19T13:49:09Z,20251019,11,14.0,Transição sintética para Resolved.
6510,1151,Closed,6,2025-10-19T19:56:09Z,20251019,11,367.0,Transição sintética para Closed.
6511,1152,Created,1,2025-04-09T20:02:27Z,20250409,4,,Transição sintética para Created.
6512,1152,Acknowledged,2,2025-04-09T20:10:27Z,20250409,4,8.0,Transição sintética para Acknowledged.
6513,1152,Triaged,3,2025-04-09T20:36:27Z,20250409,4,26.0,Transição sintética para Triaged.
6514,1152,Contained,4,2025-04-09T23:09:27Z,20250409,4,153.0,Transição sintética para Contained.
6515,1152,Resolved,5,2025-04-09T23:55:27Z,20250409,4,46.0,Transição sintética para Resolved.
6516,1152,Closed,6,2025-04-10T02:12:27Z,20250410,4,137.0,Transição sintética para Closed.
6517,1153,Created,1,2025-08-05T10:45:54Z,20250805,13,,Transição sintética para Created.
6518,1153,Acknowledged,2,2025-08-05T11:02:54Z,20250805,13,17.0,Transição sintética para Acknowledged.
6519,1153,Triaged,3,2025-08-05T11:16:54Z,20250805,13,14.0,Transição sintética para Triaged.
6520,1153,Contained,4,2025-08-05T14:23:54Z,20250805,13,187.0,Transição sintética para Contained.
6521,1153,Resolved,5,2025-08-05T17:07:54Z,20250805,13,164.0,Transição sintética para Resolved.
6522,1153,Closed,6,2025-08-05T21:27:54Z,20250805,13,260.0,Transição sintética para Closed.
6523,1154,Created,1,2025-10-27T22:59:06Z,20251027,8,,Transição sintética para Created.
6524,1154,Acknowledged,2,2025-10-27T23:42:06Z,20251027,8,43.0,Transição sintética para Acknowledged.
6525,1154,Triaged,3,2025-10-27T23:50:06Z,20251027,8,8.0,Transição sintética para Triaged.
6526,1154,Contained,4,2025-10-28T00:45:06Z,20251028,8,55.0,Transição sintética para Contained.
6527,1154,Resolved,5,2025-10-28T07:45:06Z,20251028,8,420.0,Transição sintética para Resolved.
6528,1154,Closed,6,2025-10-28T11:18:06Z,20251028,8,213.0,Transição sintética para Closed.
6529,1155,Created,1,2025-12-19T00:59:44Z,20251219,2,,Transição sintética para Created.
6530,1155,Acknowledged,2,2025-12-19T01:25:44Z,20251219,2,26.0,Transição sintética para Acknowledged.
6531,1155,Triaged,3,2025-12-19T02:27:44Z,20251219,2,62.0,Transição sintética para Triaged.
6532,1155,Contained,4,2025-12-19T03:59:44Z,20251219,2,92.0,Transição sintética para Contained.
6533,1155,Resolved,5,2025-12-19T09:11:44Z,20251219,2,312.0,Transição sintética para Resolved.
6534,1156,Created,1,2026-02-17T18:01:46Z,20260217,11,,Transição sintética para Created.
6535,1156,Acknowledged,2,2026-02-17T18:28:46Z,20260217,11,27.0,Transição sintética para Acknowledged.
6536,1156,Triaged,3,2026-02-17T18:51:46Z,20260217,11,23.0,Transição sintética para Triaged.
6537,1156,Contained,4,2026-02-17T22:35:46Z,20260217,11,224.0,Transição sintética para Contained.
6538,1156,Resolved,5,2026-02-17T23:20:46Z,20260217,11,45.0,Transição sintética para Resolved.
6539,1156,Closed,6,2026-02-18T00:03:46Z,20260218,11,43.0,Transição sintética para Closed.
6540,1157,Created,1,2025-10-23T14:06:19Z,20251023,5,,Transição sintética para Created.
6541,1157,Acknowledged,2,2025-10-23T14:15:19Z,20251023,5,9.0,Transição sintética para Acknowledged.
6542,1157,Triaged,3,2025-10-23T14:29:19Z,20251023,5,14.0,Transição sintética para Triaged.
6543,1157,Contained,4,2025-10-23T15:39:19Z,20251023,5,70.0,Transição sintética para Contained.
6544,1157,Resolved,5,2025-10-23T18:49:19Z,20251023,5,190.0,Transição sintética para Resolved.
6545,1157,Closed,6,2025-10-23T22:20:19Z,20251023,5,211.0,Transição sintética para Closed.
6546,1158,Created,1,2025-07-17T23:58:46Z,20250717,15,,Transição sintética para Created.
6547,1158,Acknowledged,2,2025-07-18T00:29:46Z,20250718,15,31.0,Transição sintética para Acknowledged.
6548,1158,Triaged,3,2025-07-18T00:34:46Z,20250718,15,5.0,Transição sintética para Triaged.
6549,1158,Contained,4,2025-07-18T02:13:46Z,20250718,15,99.0,Transição sintética para Contained.
6550,1158,Resolved,5,2025-07-18T03:22:46Z,20250718,15,69.0,Transição sintética para Resolved.
6551,1159,Created,1,2026-07-11T08:14:18Z,20260711,9,,Transição sintética para Created.
6552,1159,Acknowledged,2,2026-07-11T08:19:18Z,20260711,9,5.0,Transição sintética para Acknowledged.
6553,1159,Triaged,3,2026-07-11T08:57:18Z,20260711,9,38.0,Transição sintética para Triaged.
6554,1159,Contained,4,2026-07-11T11:45:18Z,20260711,9,168.0,Transição sintética para Contained.
6555,1159,Resolved,5,2026-07-11T13:31:18Z,20260711,9,106.0,Transição sintética para Resolved.
6556,1160,Created,1,2026-07-19T12:27:39Z,20260719,1,,Transição sintética para Created.
6557,1160,Acknowledged,2,2026-07-19T12:36:39Z,20260719,1,9.0,Transição sintética para Acknowledged.
6558,1160,Triaged,3,2026-07-19T12:54:39Z,20260719,1,18.0,Transição sintética para Triaged.
6559,1160,Contained,4,2026-07-19T14:24:39Z,20260719,1,90.0,Transição sintética para Contained.
6560,1160,Resolved,5,2026-07-19T16:35:39Z,20260719,1,131.0,Transição sintética para Resolved.
6561,1160,Closed,6,2026-07-19T17:36:39Z,20260719,1,61.0,Transição sintética para Closed.
6562,1161,Created,1,2026-06-07T19:06:09Z,20260607,12,,Transição sintética para Created.
6563,1161,Acknowledged,2,2026-06-07T19:11:09Z,20260607,12,5.0,Transição sintética para Acknowledged.
6564,1161,Triaged,3,2026-06-07T20:00:09Z,20260607,12,49.0,Transição sintética para Triaged.
6565,1161,Contained,4,2026-06-07T21:31:09Z,20260607,12,91.0,Transição sintética para Contained.
6566,1161,Resolved,5,2026-06-08T02:26:09Z,20260608,12,295.0,Transição sintética para Resolved.
6567,1161,Closed,6,2026-06-08T11:44:09Z,20260608,12,558.0,Transição sintética para Closed.
6568,1162,Created,1,2025-03-01T12:28:10Z,20250301,6,,Transição sintética para Created.
6569,1162,Acknowledged,2,2025-03-01T13:05:10Z,20250301,6,37.0,Transição sintética para Acknowledged.
6570,1162,Triaged,3,2025-03-01T13:15:10Z,20250301,6,10.0,Transição sintética para Triaged.
6571,1162,Contained,4,2025-03-01T13:45:10Z,20250301,6,30.0,Transição sintética para Contained.
6572,1162,Resolved,5,2025-03-01T14:24:10Z,20250301,6,39.0,Transição sintética para Resolved.
6573,1162,Closed,6,2025-03-01T15:06:10Z,20250301,6,42.0,Transição sintética para Closed.
6574,1163,Created,1,2026-03-05T21:32:56Z,20260305,17,,Transição sintética para Created.
6575,1163,Acknowledged,2,2026-03-05T21:54:56Z,20260305,17,22.0,Transição sintética para Acknowledged.
6576,1163,Triaged,3,2026-03-05T22:30:56Z,20260305,17,36.0,Transição sintética para Triaged.
6577,1163,Contained,4,2026-03-06T00:17:56Z,20260306,17,107.0,Transição sintética para Contained.
6578,1163,Resolved,5,2026-03-06T04:40:56Z,20260306,17,263.0,Transição sintética para Resolved.
6579,1163,Closed,6,2026-03-06T07:51:56Z,20260306,17,191.0,Transição sintética para Closed.
6580,1164,Created,1,2026-02-24T13:07:05Z,20260224,8,,Transição sintética para Created.
6581,1164,Acknowledged,2,2026-02-24T13:20:05Z,20260224,8,13.0,Transição sintética para Acknowledged.
6582,1164,Triaged,3,2026-02-24T13:54:05Z,20260224,8,34.0,Transição sintética para Triaged.
6583,1164,Contained,4,2026-02-24T16:00:05Z,20260224,8,126.0,Transição sintética para Contained.
6584,1164,Resolved,5,2026-02-24T19:39:05Z,20260224,8,219.0,Transição sintética para Resolved.
6585,1164,Closed,6,2026-02-24T20:01:05Z,20260224,8,22.0,Transição sintética para Closed.
6586,1165,Created,1,2026-04-20T11:41:30Z,20260420,1,,Transição sintética para Created.
6587,1165,Acknowledged,2,2026-04-20T12:04:30Z,20260420,1,23.0,Transição sintética para Acknowledged.
6588,1165,Triaged,3,2026-04-20T12:34:30Z,20260420,1,30.0,Transição sintética para Triaged.
6589,1166,Created,1,2026-03-17T10:32:38Z,20260317,16,,Transição sintética para Created.
6590,1166,Acknowledged,2,2026-03-17T10:38:38Z,20260317,16,6.0,Transição sintética para Acknowledged.
6591,1166,Triaged,3,2026-03-17T11:09:38Z,20260317,16,31.0,Transição sintética para Triaged.
6592,1166,Contained,4,2026-03-17T13:19:38Z,20260317,16,130.0,Transição sintética para Contained.
6593,1166,Resolved,5,2026-03-18T06:24:38Z,20260318,16,1025.0,Transição sintética para Resolved.
6594,1167,Created,1,2025-10-23T20:00:17Z,20251023,5,,Transição sintética para Created.
6595,1167,Acknowledged,2,2025-10-23T20:04:17Z,20251023,5,4.0,Transição sintética para Acknowledged.
6596,1167,Triaged,3,2025-10-23T20:25:17Z,20251023,5,21.0,Transição sintética para Triaged.
6597,1168,Created,1,2025-05-24T22:16:55Z,20250524,16,,Transição sintética para Created.
6598,1168,Acknowledged,2,2025-05-24T22:58:55Z,20250524,16,42.0,Transição sintética para Acknowledged.
6599,1168,Triaged,3,2025-05-24T23:30:55Z,20250524,16,32.0,Transição sintética para Triaged.
6600,1168,Contained,4,2025-05-25T00:54:55Z,20250525,16,84.0,Transição sintética para Contained.
6601,1168,Resolved,5,2025-05-25T03:01:55Z,20250525,16,127.0,Transição sintética para Resolved.
6602,1168,Closed,6,2025-05-25T05:05:55Z,20250525,16,124.0,Transição sintética para Closed.
6603,1169,Created,1,2025-05-25T12:19:59Z,20250525,9,,Transição sintética para Created.
6604,1169,Acknowledged,2,2025-05-25T12:34:59Z,20250525,9,15.0,Transição sintética para Acknowledged.
6605,1169,Triaged,3,2025-05-25T13:35:59Z,20250525,9,61.0,Transição sintética para Triaged.
6606,1169,Contained,4,2025-05-25T15:08:59Z,20250525,9,93.0,Transição sintética para Contained.
6607,1169,Resolved,5,2025-05-27T12:49:59Z,20250527,9,2741.0,Transição sintética para Resolved.
6608,1169,Closed,6,2025-05-27T19:47:59Z,20250527,9,418.0,Transição sintética para Closed.
6609,1170,Created,1,2025-12-18T12:36:51Z,20251218,3,,Transição sintética para Created.
6610,1170,Acknowledged,2,2025-12-18T12:47:51Z,20251218,3,11.0,Transição sintética para Acknowledged.
6611,1170,Triaged,3,2025-12-18T13:40:51Z,20251218,3,53.0,Transição sintética para Triaged.
6612,1170,Contained,4,2025-12-18T22:00:51Z,20251218,3,500.0,Transição sintética para Contained.
6613,1170,Resolved,5,2025-12-19T01:55:51Z,20251219,3,235.0,Transição sintética para Resolved.
6614,1170,Closed,6,2025-12-19T05:41:51Z,20251219,3,226.0,Transição sintética para Closed.
6615,1171,Created,1,2026-06-03T05:33:08Z,20260603,15,,Transição sintética para Created.
6616,1171,Acknowledged,2,2026-06-03T06:08:08Z,20260603,15,35.0,Transição sintética para Acknowledged.
6617,1171,Triaged,3,2026-06-03T06:25:08Z,20260603,15,17.0,Transição sintética para Triaged.
6618,1171,Contained,4,2026-06-03T09:38:08Z,20260603,15,193.0,Transição sintética para Contained.
6619,1171,Resolved,5,2026-06-03T17:12:08Z,20260603,15,454.0,Transição sintética para Resolved.
6620,1171,Closed,6,2026-06-03T18:54:08Z,20260603,15,102.0,Transição sintética para Closed.
6621,1172,Created,1,2026-04-14T16:14:12Z,20260414,6,,Transição sintética para Created.
6622,1172,Acknowledged,2,2026-04-14T16:26:12Z,20260414,6,12.0,Transição sintética para Acknowledged.
6623,1172,Triaged,3,2026-04-14T16:48:12Z,20260414,6,22.0,Transição sintética para Triaged.
6624,1172,Contained,4,2026-04-14T17:23:12Z,20260414,6,35.0,Transição sintética para Contained.
6625,1172,Resolved,5,2026-04-14T21:19:12Z,20260414,6,236.0,Transição sintética para Resolved.
6626,1172,Closed,6,2026-04-15T04:44:12Z,20260415,6,445.0,Transição sintética para Closed.
6627,1173,Created,1,2025-10-03T17:34:23Z,20251003,1,,Transição sintética para Created.
6628,1173,Acknowledged,2,2025-10-03T18:11:23Z,20251003,1,37.0,Transição sintética para Acknowledged.
6629,1173,Triaged,3,2025-10-03T18:20:23Z,20251003,1,9.0,Transição sintética para Triaged.
6630,1173,Contained,4,2025-10-03T19:02:23Z,20251003,1,42.0,Transição sintética para Contained.
6631,1173,Resolved,5,2025-10-03T22:47:23Z,20251003,1,225.0,Transição sintética para Resolved.
6632,1173,Closed,6,2025-10-04T04:20:23Z,20251004,1,333.0,Transição sintética para Closed.
6633,1174,Created,1,2026-07-07T10:42:55Z,20260707,12,,Transição sintética para Created.
6634,1174,Acknowledged,2,2026-07-07T10:57:55Z,20260707,12,15.0,Transição sintética para Acknowledged.
6635,1174,Triaged,3,2026-07-07T11:05:55Z,20260707,12,8.0,Transição sintética para Triaged.
6636,1174,Contained,4,2026-07-07T12:02:55Z,20260707,12,57.0,Transição sintética para Contained.
6637,1174,Resolved,5,2026-07-07T15:27:55Z,20260707,12,205.0,Transição sintética para Resolved.
6638,1174,Closed,6,2026-07-07T23:58:55Z,20260707,12,511.0,Transição sintética para Closed.
6639,1175,Created,1,2025-12-07T14:28:29Z,20251207,5,,Transição sintética para Created.
6640,1175,Acknowledged,2,2025-12-07T15:10:29Z,20251207,5,42.0,Transição sintética para Acknowledged.
6641,1175,Triaged,3,2025-12-07T16:29:29Z,20251207,5,79.0,Transição sintética para Triaged.
6642,1175,Contained,4,2025-12-07T18:04:29Z,20251207,5,95.0,Transição sintética para Contained.
6643,1175,Resolved,5,2025-12-07T21:15:29Z,20251207,5,191.0,Transição sintética para Resolved.
6644,1175,Closed,6,2025-12-07T22:17:29Z,20251207,5,62.0,Transição sintética para Closed.
6645,1176,Created,1,2025-08-03T06:55:13Z,20250803,14,,Transição sintética para Created.
6646,1176,Acknowledged,2,2025-08-03T07:10:13Z,20250803,14,15.0,Transição sintética para Acknowledged.
6647,1176,Triaged,3,2025-08-03T07:19:13Z,20250803,14,9.0,Transição sintética para Triaged.
6648,1176,Contained,4,2025-08-03T09:01:13Z,20250803,14,102.0,Transição sintética para Contained.
6649,1176,Resolved,5,2025-08-03T12:19:13Z,20250803,14,198.0,Transição sintética para Resolved.
6650,1177,Created,1,2026-03-22T04:42:48Z,20260322,9,,Transição sintética para Created.
6651,1177,Acknowledged,2,2026-03-22T05:00:48Z,20260322,9,18.0,Transição sintética para Acknowledged.
6652,1177,Triaged,3,2026-03-22T05:11:48Z,20260322,9,11.0,Transição sintética para Triaged.
6653,1177,Contained,4,2026-03-22T08:23:48Z,20260322,9,192.0,Transição sintética para Contained.
6654,1177,Resolved,5,2026-03-22T12:24:48Z,20260322,9,241.0,Transição sintética para Resolved.
6655,1177,Closed,6,2026-03-22T13:39:48Z,20260322,9,75.0,Transição sintética para Closed.
6656,1178,Created,1,2026-07-22T09:16:47Z,20260722,18,,Transição sintética para Created.
6657,1178,Acknowledged,2,2026-07-22T09:49:47Z,20260722,18,33.0,Transição sintética para Acknowledged.
6658,1178,Triaged,3,2026-07-22T10:03:47Z,20260722,18,14.0,Transição sintética para Triaged.
6659,1178,Contained,4,2026-07-22T12:29:47Z,20260722,18,146.0,Transição sintética para Contained.
6660,1178,Resolved,5,2026-07-22T15:04:47Z,20260722,18,155.0,Transição sintética para Resolved.
6661,1178,Closed,6,2026-07-22T22:54:47Z,20260722,18,470.0,Transição sintética para Closed.
6662,1179,Created,1,2025-02-10T12:24:13Z,20250210,12,,Transição sintética para Created.
6663,1179,Acknowledged,2,2025-02-10T12:40:13Z,20250210,12,16.0,Transição sintética para Acknowledged.
6664,1179,Triaged,3,2025-02-10T13:37:13Z,20250210,12,57.0,Transição sintética para Triaged.
6665,1179,Contained,4,2025-02-10T14:50:13Z,20250210,12,73.0,Transição sintética para Contained.
6666,1179,Resolved,5,2025-02-10T15:41:13Z,20250210,12,51.0,Transição sintética para Resolved.
6667,1179,Closed,6,2025-02-11T00:16:13Z,20250211,12,515.0,Transição sintética para Closed.
6668,1180,Created,1,2025-07-01T09:43:19Z,20250701,4,,Transição sintética para Created.
6669,1180,Acknowledged,2,2025-07-01T10:00:19Z,20250701,4,17.0,Transição sintética para Acknowledged.
6670,1180,Triaged,3,2025-07-01T10:06:19Z,20250701,4,6.0,Transição sintética para Triaged.
6671,1180,Contained,4,2025-07-01T10:24:19Z,20250701,4,18.0,Transição sintética para Contained.
6672,1180,Resolved,5,2025-07-01T15:17:19Z,20250701,4,293.0,Transição sintética para Resolved.
6673,1180,Closed,6,2025-07-01T18:04:19Z,20250701,4,167.0,Transição sintética para Closed.
6674,1181,Created,1,2025-06-10T17:10:47Z,20250610,17,,Transição sintética para Created.
6675,1181,Acknowledged,2,2025-06-10T17:24:47Z,20250610,17,14.0,Transição sintética para Acknowledged.
6676,1181,Triaged,3,2025-06-10T17:39:47Z,20250610,17,15.0,Transição sintética para Triaged.
6677,1181,Contained,4,2025-06-10T19:55:47Z,20250610,17,136.0,Transição sintética para Contained.
6678,1181,Resolved,5,2025-06-10T21:21:47Z,20250610,17,86.0,Transição sintética para Resolved.
6679,1181,Closed,6,2025-06-11T02:22:47Z,20250611,17,301.0,Transição sintética para Closed.
6680,1182,Created,1,2026-06-29T07:45:01Z,20260629,9,,Transição sintética para Created.
6681,1182,Acknowledged,2,2026-06-29T09:39:01Z,20260629,9,114.0,Transição sintética para Acknowledged.
6682,1182,Triaged,3,2026-06-29T10:23:01Z,20260629,9,44.0,Transição sintética para Triaged.
6683,1182,Contained,4,2026-06-29T11:18:01Z,20260629,9,55.0,Transição sintética para Contained.
6684,1182,Resolved,5,2026-06-29T14:10:01Z,20260629,9,172.0,Transição sintética para Resolved.
6685,1183,Created,1,2025-06-02T11:09:24Z,20250602,1,,Transição sintética para Created.
6686,1183,Acknowledged,2,2025-06-02T11:46:24Z,20250602,1,37.0,Transição sintética para Acknowledged.
6687,1183,Triaged,3,2025-06-02T11:54:24Z,20250602,1,8.0,Transição sintética para Triaged.
6688,1183,Contained,4,2025-06-02T16:53:24Z,20250602,1,299.0,Transição sintética para Contained.
6689,1183,Resolved,5,2025-06-03T01:05:24Z,20250603,1,492.0,Transição sintética para Resolved.
6690,1183,Closed,6,2025-06-03T11:25:24Z,20250603,1,620.0,Transição sintética para Closed.
6691,1184,Created,1,2026-02-18T08:57:15Z,20260218,12,,Transição sintética para Created.
6692,1184,Acknowledged,2,2026-02-18T09:39:15Z,20260218,12,42.0,Transição sintética para Acknowledged.
6693,1184,Triaged,3,2026-02-18T09:43:15Z,20260218,12,4.0,Transição sintética para Triaged.
6694,1184,Contained,4,2026-02-18T12:23:15Z,20260218,12,160.0,Transição sintética para Contained.
6695,1184,Resolved,5,2026-02-18T13:30:15Z,20260218,12,67.0,Transição sintética para Resolved.
6696,1184,Closed,6,2026-02-18T21:59:15Z,20260218,12,509.0,Transição sintética para Closed.
6697,1185,Created,1,2026-04-13T01:21:12Z,20260413,5,,Transição sintética para Created.
6698,1185,Acknowledged,2,2026-04-13T01:44:12Z,20260413,5,23.0,Transição sintética para Acknowledged.
6699,1185,Triaged,3,2026-04-13T02:19:12Z,20260413,5,35.0,Transição sintética para Triaged.
6700,1185,Contained,4,2026-04-13T02:43:12Z,20260413,5,24.0,Transição sintética para Contained.
6701,1185,Resolved,5,2026-04-13T05:50:12Z,20260413,5,187.0,Transição sintética para Resolved.
6702,1185,Closed,6,2026-04-13T16:53:12Z,20260413,5,663.0,Transição sintética para Closed.
6703,1186,Created,1,2025-11-01T16:06:11Z,20251101,17,,Transição sintética para Created.
6704,1186,Acknowledged,2,2025-11-01T16:14:11Z,20251101,17,8.0,Transição sintética para Acknowledged.
6705,1186,Triaged,3,2025-11-01T16:51:11Z,20251101,17,37.0,Transição sintética para Triaged.
6706,1186,Contained,4,2025-11-01T19:06:11Z,20251101,17,135.0,Transição sintética para Contained.
6707,1186,Resolved,5,2025-11-01T22:05:11Z,20251101,17,179.0,Transição sintética para Resolved.
6708,1186,Closed,6,2025-11-01T23:30:11Z,20251101,17,85.0,Transição sintética para Closed.
6709,1187,Created,1,2025-05-27T11:12:53Z,20250527,9,,Transição sintética para Created.
6710,1187,Acknowledged,2,2025-05-27T11:44:53Z,20250527,9,32.0,Transição sintética para Acknowledged.
6711,1187,Triaged,3,2025-05-27T11:51:53Z,20250527,9,7.0,Transição sintética para Triaged.
6712,1187,Contained,4,2025-05-27T13:24:53Z,20250527,9,93.0,Transição sintética para Contained.
6713,1187,Resolved,5,2025-05-28T01:49:53Z,20250528,9,745.0,Transição sintética para Resolved.
6714,1187,Closed,6,2025-05-28T04:21:53Z,20250528,9,152.0,Transição sintética para Closed.
6715,1188,Created,1,2025-09-05T17:25:43Z,20250905,2,,Transição sintética para Created.
6716,1188,Acknowledged,2,2025-09-05T18:03:43Z,20250905,2,38.0,Transição sintética para Acknowledged.
6717,1188,Triaged,3,2025-09-05T18:08:43Z,20250905,2,5.0,Transição sintética para Triaged.
6718,1188,Contained,4,2025-09-05T18:41:43Z,20250905,2,33.0,Transição sintética para Contained.
6719,1188,Resolved,5,2025-09-05T22:12:43Z,20250905,2,211.0,Transição sintética para Resolved.
6720,1188,Closed,6,2025-09-06T05:37:43Z,20250906,2,445.0,Transição sintética para Closed.
6721,1189,Created,1,2025-06-29T09:09:37Z,20250629,15,,Transição sintética para Created.
6722,1189,Acknowledged,2,2025-06-29T09:33:37Z,20250629,15,24.0,Transição sintética para Acknowledged.
6723,1189,Triaged,3,2025-06-29T09:45:37Z,20250629,15,12.0,Transição sintética para Triaged.
6724,1189,Contained,4,2025-06-29T14:56:37Z,20250629,15,311.0,Transição sintética para Contained.
6725,1189,Resolved,5,2025-06-29T17:11:37Z,20250629,15,135.0,Transição sintética para Resolved.
6726,1190,Created,1,2026-03-29T14:48:43Z,20260329,9,,Transição sintética para Created.
6727,1190,Acknowledged,2,2026-03-29T15:04:43Z,20260329,9,16.0,Transição sintética para Acknowledged.
6728,1190,Triaged,3,2026-03-29T15:15:43Z,20260329,9,11.0,Transição sintética para Triaged.
6729,1190,Contained,4,2026-03-29T16:24:43Z,20260329,9,69.0,Transição sintética para Contained.
6730,1190,Resolved,5,2026-03-29T17:28:43Z,20260329,9,64.0,Transição sintética para Resolved.
6731,1190,Closed,6,2026-03-30T04:08:43Z,20260330,9,640.0,Transição sintética para Closed.
6732,1191,Created,1,2025-07-28T12:47:59Z,20250728,18,,Transição sintética para Created.
6733,1191,Acknowledged,2,2025-07-28T13:01:59Z,20250728,18,14.0,Transição sintética para Acknowledged.
6734,1191,Triaged,3,2025-07-28T13:39:59Z,20250728,18,38.0,Transição sintética para Triaged.
6735,1191,Contained,4,2025-07-28T14:08:59Z,20250728,18,29.0,Transição sintética para Contained.
6736,1191,Resolved,5,2025-07-28T17:08:59Z,20250728,18,180.0,Transição sintética para Resolved.
6737,1191,Closed,6,2025-07-28T23:18:59Z,20250728,18,370.0,Transição sintética para Closed.
6738,1192,Created,1,2026-06-26T12:52:37Z,20260626,12,,Transição sintética para Created.
6739,1193,Created,1,2026-03-19T23:54:59Z,20260319,5,,Transição sintética para Created.
6740,1193,Acknowledged,2,2026-03-20T00:05:59Z,20260320,5,11.0,Transição sintética para Acknowledged.
6741,1193,Triaged,3,2026-03-20T00:21:59Z,20260320,5,16.0,Transição sintética para Triaged.
6742,1193,Contained,4,2026-03-20T01:21:59Z,20260320,5,60.0,Transição sintética para Contained.
