SLAFactKey,IncidentKey,SLAKey,AcknowledgeTargetMinutes,AcknowledgeActualMinutes,AcknowledgeMet,ContainTargetMinutes,ContainActualMinutes,ContainMet,ResolveTargetMinutes,ResolveActualMinutes,ResolveMet,OverallMet
1634,1634,2,120,36.0,True,720,232.0,True,2880,333.0,True,True
1635,1635,2,120,38.0,True,720,71.0,True,2880,107.0,True,True
1636,1636,2,120,15.0,True,720,104.0,True,2880,807.0,True,True
1637,1637,4,30,8.0,True,180,70.0,True,720,170.0,True,True
1638,1638,1,240,8.0,True,1440,226.0,True,4320,388.0,True,True
1639,1639,2,120,33.0,True,720,186.0,True,2880,259.0,True,True
1640,1640,3,60,12.0,True,360,95.0,True,1440,203.0,True,True
1641,1641,2,120,33.0,True,720,80.0,True,2880,240.0,True,True
1642,1642,2,120,10.0,True,720,110.0,True,2880,189.0,True,True
1643,1643,2,120,12.0,True,720,120.0,True,2880,,False,False
1644,1644,2,120,81.0,True,720,135.0,True,2880,,False,False
1645,1645,1,240,58.0,True,1440,110.0,True,4320,293.0,True,True
1646,1646,1,240,16.0,True,1440,137.0,True,4320,580.0,True,True
1647,1647,2,120,27.0,True,720,377.0,True,2880,526.0,True,True
1648,1648,2,120,6.0,True,720,182.0,True,2880,216.0,True,True
1649,1649,1,240,37.0,True,1440,122.0,True,4320,708.0,True,True
1650,1650,2,120,25.0,True,720,200.0,True,2880,766.0,True,True
1651,1651,2,120,15.0,True,720,124.0,True,2880,225.0,True,True
1652,1652,1,240,38.0,True,1440,130.0,True,4320,202.0,True,True
1653,1653,2,120,,False,720,,False,2880,,False,False
1654,1654,2,120,14.0,True,720,113.0,True,2880,281.0,True,True
1655,1655,1,240,27.0,True,1440,114.0,True,4320,802.0,True,True
1656,1656,5,15,7.0,True,60,25.0,True,240,109.0,True,True
1657,1657,2,120,27.0,True,720,78.0,True,2880,326.0,True,True
1658,1658,1,240,15.0,True,1440,135.0,True,4320,413.0,True,True
1659,1659,1,240,43.0,True,1440,80.0,True,4320,172.0,True,True
1660,1660,2,120,27.0,True,720,104.0,True,2880,358.0,True,True
1661,1661,1,240,20.0,True,1440,94.0,True,4320,280.0,True,True
1662,1662,1,240,44.0,True,1440,429.0,True,4320,702.0,True,True
1663,1663,2,120,51.0,True,720,110.0,True,2880,482.0,True,True
1664,1664,3,60,7.0,True,360,69.0,True,1440,371.0,True,True
1665,1665,3,60,16.0,True,360,136.0,True,1440,158.0,True,True
1666,1666,2,120,37.0,True,720,104.0,True,2880,175.0,True,True
1667,1667,3,60,49.0,True,360,180.0,True,1440,376.0,True,True
1668,1668,1,240,10.0,True,1440,292.0,True,4320,1248.0,True,True
1669,1669,2,120,15.0,True,720,131.0,True,2880,381.0,True,True
1670,1670,1,240,4.0,True,1440,108.0,True,4320,401.0,True,True
1671,1671,2,120,14.0,True,720,95.0,True,2880,625.0,True,True
1672,1672,1,240,29.0,True,1440,261.0,True,4320,857.0,True,True
1673,1673,1,240,28.0,True,1440,64.0,True,4320,346.0,True,True
1674,1674,3,60,6.0,True,360,143.0,True,1440,242.0,True,True
1675,1675,2,120,17.0,True,720,112.0,True,2880,226.0,True,True
1676,1676,3,60,9.0,True,360,167.0,True,1440,363.0,True,True
1677,1677,1,240,7.0,True,1440,,False,4320,,False,False
1678,1678,2,120,2.0,True,720,162.0,True,2880,208.0,True,True
1679,1679,3,60,36.0,True,360,123.0,True,1440,214.0,True,True
1680,1680,2,120,28.0,True,720,193.0,True,2880,405.0,True,True
1681,1681,1,240,59.0,True,1440,120.0,True,4320,785.0,True,True
1682,1682,3,60,45.0,True,360,154.0,True,1440,389.0,True,True
1683,1683,2,120,18.0,True,720,132.0,True,2880,650.0,True,True
1684,1684,1,240,22.0,True,1440,214.0,True,4320,498.0,True,True
1685,1685,4,30,,False,180,,False,720,,False,False
1686,1686,2,120,28.0,True,720,176.0,True,2880,347.0,True,True
1687,1687,1,240,43.0,True,1440,173.0,True,4320,320.0,True,True
1688,1688,3,60,47.0,True,360,138.0,True,1440,192.0,True,True
1689,1689,2,120,12.0,True,720,111.0,True,2880,228.0,True,True
1690,1690,1,240,15.0,True,1440,464.0,True,4320,568.0,True,True
1691,1691,3,60,9.0,True,360,86.0,True,1440,199.0,True,True
1692,1692,4,30,18.0,True,180,62.0,True,720,180.0,True,True
1693,1693,2,120,35.0,True,720,63.0,True,2880,,False,False
1694,1694,4,30,18.0,True,180,179.0,True,720,442.0,True,True
1695,1695,2,120,63.0,True,720,374.0,True,2880,481.0,True,True
1696,1696,1,240,13.0,True,1440,119.0,True,4320,633.0,True,True
1697,1697,2,120,92.0,True,720,254.0,True,2880,552.0,True,True
1698,1698,2,120,14.0,True,720,119.0,True,2880,725.0,True,True
1699,1699,1,240,10.0,True,1440,,False,4320,,False,False
1700,1700,2,120,33.0,True,720,127.0,True,2880,481.0,True,True
1701,1701,2,120,16.0,True,720,152.0,True,2880,285.0,True,True
1702,1702,1,240,26.0,True,1440,183.0,True,4320,296.0,True,True
1703,1703,1,240,15.0,True,1440,308.0,True,4320,520.0,True,True
1704,1704,4,30,12.0,True,180,111.0,True,720,166.0,True,True
1705,1705,1,240,11.0,True,1440,375.0,True,4320,494.0,True,True
1706,1706,3,60,43.0,True,360,169.0,True,1440,381.0,True,True
1707,1707,2,120,37.0,True,720,192.0,True,2880,339.0,True,True
1708,1708,2,120,27.0,True,720,119.0,True,2880,534.0,True,True
1709,1709,1,240,65.0,True,1440,185.0,True,4320,622.0,True,True
1710,1710,2,120,31.0,True,720,110.0,True,2880,387.0,True,True
1711,1711,2,120,18.0,True,720,107.0,True,2880,361.0,True,True
1712,1712,2,120,18.0,True,720,42.0,True,2880,232.0,True,True
1713,1713,2,120,30.0,True,720,114.0,True,2880,163.0,True,True
1714,1714,3,60,22.0,True,360,107.0,True,1440,158.0,True,True
1715,1715,1,240,17.0,True,1440,82.0,True,4320,639.0,True,True
1716,1716,1,240,36.0,True,1440,109.0,True,4320,1846.0,True,True
1717,1717,1,240,14.0,True,1440,77.0,True,4320,332.0,True,True
1718,1718,2,120,20.0,True,720,83.0,True,2880,294.0,True,True
1719,1719,2,120,6.0,True,720,190.0,True,2880,1119.0,True,True
1720,1720,3,60,33.0,True,360,81.0,True,1440,617.0,True,True
1721,1721,2,120,17.0,True,720,76.0,True,2880,157.0,True,True
1722,1722,1,240,16.0,True,1440,72.0,True,4320,97.0,True,True
1723,1723,1,240,21.0,True,1440,110.0,True,4320,1678.0,True,True
1724,1724,1,240,9.0,True,1440,282.0,True,4320,542.0,True,True
1725,1725,2,120,7.0,True,720,110.0,True,2880,287.0,True,True
1726,1726,1,240,25.0,True,1440,119.0,True,4320,579.0,True,True
1727,1727,5,15,5.0,True,60,100.0,False,240,753.0,False,False
1728,1728,1,240,22.0,True,1440,108.0,True,4320,333.0,True,True
1729,1729,1,240,22.0,True,1440,111.0,True,4320,,False,False
1730,1730,1,240,10.0,True,1440,172.0,True,4320,323.0,True,True
1731,1731,1,240,27.0,True,1440,167.0,True,4320,570.0,True,True
1732,1732,2,120,23.0,True,720,104.0,True,2880,213.0,True,True
1733,1733,5,15,26.0,False,60,104.0,False,240,431.0,False,False
1734,1734,2,120,24.0,True,720,98.0,True,2880,282.0,True,True
1735,1735,4,30,,False,180,,False,720,,False,False
1736,1736,2,120,89.0,True,720,373.0,True,2880,651.0,True,True
1737,1737,3,60,17.0,True,360,,False,1440,,False,False
1738,1738,3,60,75.0,False,360,226.0,True,1440,435.0,True,False
1739,1739,1,240,19.0,True,1440,69.0,True,4320,396.0,True,True
1740,1740,1,240,10.0,True,1440,121.0,True,4320,481.0,True,True
1741,1741,2,120,14.0,True,720,46.0,True,2880,317.0,True,True
1742,1742,2,120,39.0,True,720,90.0,True,2880,472.0,True,True
1743,1743,2,120,22.0,True,720,77.0,True,2880,526.0,True,True
1744,1744,2,120,27.0,True,720,117.0,True,2880,574.0,True,True
1745,1745,3,60,46.0,True,360,166.0,True,1440,300.0,True,True
1746,1746,1,240,20.0,True,1440,108.0,True,4320,252.0,True,True
1747,1747,3,60,19.0,True,360,318.0,True,1440,598.0,True,True
1748,1748,1,240,,False,1440,,False,4320,,False,False
1749,1749,2,120,2.0,True,720,84.0,True,2880,594.0,True,True
1750,1750,1,240,69.0,True,1440,173.0,True,4320,332.0,True,True
1751,1751,1,240,12.0,True,1440,73.0,True,4320,405.0,True,True
1752,1752,3,60,11.0,True,360,38.0,True,1440,84.0,True,True
1753,1753,2,120,29.0,True,720,176.0,True,2880,626.0,True,True
1754,1754,3,60,7.0,True,360,77.0,True,1440,198.0,True,True
1755,1755,1,240,7.0,True,1440,46.0,True,4320,111.0,True,True
1756,1756,1,240,10.0,True,1440,141.0,True,4320,189.0,True,True
1757,1757,2,120,11.0,True,720,70.0,True,2880,311.0,True,True
1758,1758,1,240,37.0,True,1440,167.0,True,4320,313.0,True,True
1759,1759,2,120,19.0,True,720,131.0,True,2880,300.0,True,True
1760,1760,2,120,8.0,True,720,129.0,True,2880,239.0,True,True
1761,1761,1,240,14.0,True,1440,124.0,True,4320,776.0,True,True
1762,1762,1,240,38.0,True,1440,114.0,True,4320,373.0,True,True
1763,1763,4,30,7.0,True,180,44.0,True,720,85.0,True,True
1764,1764,5,15,6.0,True,60,94.0,False,240,152.0,True,False
1765,1765,1,240,3.0,True,1440,274.0,True,4320,366.0,True,True
1766,1766,1,240,20.0,True,1440,84.0,True,4320,320.0,True,True
1767,1767,1,240,2.0,True,1440,102.0,True,4320,247.0,True,True
1768,1768,2,120,10.0,True,720,243.0,True,2880,489.0,True,True
1769,1769,3,60,4.0,True,360,87.0,True,1440,383.0,True,True
1770,1770,3,60,36.0,True,360,95.0,True,1440,206.0,True,True
1771,1771,1,240,9.0,True,1440,74.0,True,4320,196.0,True,True
1772,1772,2,120,22.0,True,720,63.0,True,2880,1011.0,True,True
1773,1773,1,240,9.0,True,1440,97.0,True,4320,575.0,True,True
1774,1774,2,120,25.0,True,720,169.0,True,2880,407.0,True,True
1775,1775,1,240,12.0,True,1440,130.0,True,4320,410.0,True,True
1776,1776,3,60,12.0,True,360,,False,1440,,False,False
1777,1777,3,60,13.0,True,360,94.0,True,1440,235.0,True,True
1778,1778,1,240,18.0,True,1440,434.0,True,4320,945.0,True,True
1779,1779,1,240,18.0,True,1440,284.0,True,4320,320.0,True,True
1780,1780,3,60,12.0,True,360,151.0,True,1440,297.0,True,True
1781,1781,1,240,30.0,True,1440,160.0,True,4320,387.0,True,True
1782,1782,2,120,12.0,True,720,427.0,True,2880,610.0,True,True
1783,1783,3,60,11.0,True,360,94.0,True,1440,487.0,True,True
1784,1784,5,15,16.0,False,60,140.0,False,240,564.0,False,False
1785,1785,2,120,21.0,True,720,229.0,True,2880,269.0,True,True
1786,1786,2,120,42.0,True,720,210.0,True,2880,377.0,True,True
1787,1787,2,120,49.0,True,720,178.0,True,2880,283.0,True,True
1788,1788,1,240,77.0,True,1440,186.0,True,4320,705.0,True,True
1789,1789,1,240,11.0,True,1440,393.0,True,4320,482.0,True,True
1790,1790,4,30,21.0,True,180,186.0,False,720,995.0,False,False
1791,1791,1,240,54.0,True,1440,192.0,True,4320,429.0,True,True
1792,1792,2,120,17.0,True,720,172.0,True,2880,451.0,True,True
1793,1793,2,120,18.0,True,720,113.0,True,2880,144.0,True,True
1794,1794,4,30,3.0,True,180,47.0,True,720,89.0,True,True
1795,1795,1,240,32.0,True,1440,194.0,True,4320,1168.0,True,True
1796,1796,2,120,74.0,True,720,121.0,True,2880,203.0,True,True
1797,1797,1,240,14.0,True,1440,286.0,True,4320,1274.0,True,True
1798,1798,1,240,63.0,True,1440,143.0,True,4320,225.0,True,True
1799,1799,1,240,71.0,True,1440,907.0,True,4320,1638.0,True,True
1800,1800,1,240,36.0,True,1440,212.0,True,4320,370.0,True,True
1801,1801,3,60,6.0,True,360,134.0,True,1440,292.0,True,True
1802,1802,1,240,10.0,True,1440,,False,4320,,False,False
1803,1803,1,240,23.0,True,1440,119.0,True,4320,436.0,True,True
1804,1804,3,60,12.0,True,360,61.0,True,1440,109.0,True,True
1805,1805,1,240,34.0,True,1440,141.0,True,4320,363.0,True,True
1806,1806,2,120,14.0,True,720,154.0,True,2880,704.0,True,True
1807,1807,2,120,10.0,True,720,448.0,True,2880,750.0,True,True
1808,1808,1,240,27.0,True,1440,,False,4320,,False,False
1809,1809,3,60,28.0,True,360,81.0,True,1440,312.0,True,True
1810,1810,1,240,16.0,True,1440,151.0,True,4320,279.0,True,True
1811,1811,1,240,38.0,True,1440,157.0,True,4320,198.0,True,True
1812,1812,2,120,5.0,True,720,,False,2880,,False,False
1813,1813,2,120,25.0,True,720,88.0,True,2880,377.0,True,True
1814,1814,1,240,9.0,True,1440,87.0,True,4320,360.0,True,True
1815,1815,1,240,9.0,True,1440,36.0,True,4320,201.0,True,True
1816,1816,4,30,40.0,False,180,78.0,True,720,155.0,True,False
1817,1817,1,240,7.0,True,1440,97.0,True,4320,592.0,True,True
1818,1818,1,240,85.0,True,1440,339.0,True,4320,754.0,True,True
1819,1819,2,120,16.0,True,720,81.0,True,2880,317.0,True,True
1820,1820,4,30,20.0,True,180,,False,720,,False,False
1821,1821,1,240,35.0,True,1440,84.0,True,4320,873.0,True,True
1822,1822,1,240,44.0,True,1440,156.0,True,4320,289.0,True,True
1823,1823,4,30,8.0,True,180,,False,720,,False,False
1824,1824,3,60,9.0,True,360,166.0,True,1440,320.0,True,True
1825,1825,1,240,134.0,True,1440,342.0,True,4320,431.0,True,True
1826,1826,3,60,34.0,True,360,65.0,True,1440,191.0,True,True
1827,1827,1,240,35.0,True,1440,211.0,True,4320,277.0,True,True
1828,1828,4,30,5.0,True,180,59.0,True,720,144.0,True,True
1829,1829,2,120,11.0,True,720,97.0,True,2880,456.0,True,True
1830,1830,1,240,5.0,True,1440,348.0,True,4320,4051.0,True,True
1831,1831,2,120,90.0,True,720,348.0,True,2880,410.0,True,True
1832,1832,2,120,13.0,True,720,146.0,True,2880,631.0,True,True
1833,1833,3,60,41.0,True,360,127.0,True,1440,617.0,True,True
1834,1834,2,120,15.0,True,720,134.0,True,2880,263.0,True,True
1835,1835,1,240,27.0,True,1440,195.0,True,4320,532.0,True,True
1836,1836,3,60,22.0,True,360,56.0,True,1440,91.0,True,True
1837,1837,1,240,11.0,True,1440,128.0,True,4320,248.0,True,True
1838,1838,3,60,7.0,True,360,,False,1440,,False,False
1839,1839,2,120,12.0,True,720,80.0,True,2880,373.0,True,True
1840,1840,2,120,13.0,True,720,169.0,True,2880,335.0,True,True
1841,1841,4,30,6.0,True,180,37.0,True,720,64.0,True,True
1842,1842,2,120,43.0,True,720,146.0,True,2880,251.0,True,True
1843,1843,1,240,6.0,True,1440,128.0,True,4320,204.0,True,True
1844,1844,1,240,22.0,True,1440,106.0,True,4320,1301.0,True,True
1845,1845,1,240,64.0,True,1440,,False,4320,,False,False
1846,1846,5,15,15.0,True,60,277.0,False,240,338.0,False,False
1847,1847,3,60,15.0,True,360,37.0,True,1440,135.0,True,True
1848,1848,4,30,18.0,True,180,80.0,True,720,109.0,True,True
1849,1849,1,240,32.0,True,1440,360.0,True,4320,440.0,True,True
1850,1850,1,240,50.0,True,1440,148.0,True,4320,258.0,True,True
1851,1851,2,120,28.0,True,720,150.0,True,2880,484.0,True,True
1852,1852,4,30,14.0,True,180,65.0,True,720,107.0,True,True
1853,1853,1,240,38.0,True,1440,85.0,True,4320,198.0,True,True
1854,1854,1,240,,False,1440,,False,4320,,False,False
1855,1855,2,120,21.0,True,720,528.0,True,2880,858.0,True,True
1856,1856,1,240,4.0,True,1440,129.0,True,4320,572.0,True,True
1857,1857,2,120,7.0,True,720,,False,2880,,False,False
1858,1858,1,240,22.0,True,1440,,False,4320,,False,False
1859,1859,2,120,57.0,True,720,171.0,True,2880,284.0,True,True
1860,1860,3,60,61.0,False,360,107.0,True,1440,198.0,True,False
1861,1861,2,120,27.0,True,720,51.0,True,2880,413.0,True,True
1862,1862,3,60,18.0,True,360,112.0,True,1440,180.0,True,True
1863,1863,1,240,40.0,True,1440,554.0,True,4320,883.0,True,True
1864,1864,1,240,22.0,True,1440,254.0,True,4320,525.0,True,True
1865,1865,4,30,4.0,True,180,59.0,True,720,84.0,True,True
1866,1866,4,30,32.0,False,180,180.0,True,720,274.0,True,False
1867,1867,2,120,4.0,True,720,87.0,True,2880,263.0,True,True
1868,1868,3,60,39.0,True,360,452.0,False,1440,794.0,True,False
1869,1869,1,240,35.0,True,1440,213.0,True,4320,328.0,True,True
1870,1870,2,120,11.0,True,720,88.0,True,2880,275.0,True,True
1871,1871,1,240,54.0,True,1440,398.0,True,4320,659.0,True,True
1872,1872,1,240,52.0,True,1440,197.0,True,4320,315.0,True,True
1873,1873,4,30,19.0,True,180,134.0,True,720,149.0,True,True
1874,1874,1,240,81.0,True,1440,204.0,True,4320,371.0,True,True
1875,1875,1,240,26.0,True,1440,308.0,True,4320,586.0,True,True
1876,1876,1,240,41.0,True,1440,141.0,True,4320,699.0,True,True
1877,1877,1,240,14.0,True,1440,66.0,True,4320,236.0,True,True
1878,1878,2,120,25.0,True,720,117.0,True,2880,245.0,True,True
1879,1879,3,60,29.0,True,360,86.0,True,1440,179.0,True,True
1880,1880,1,240,40.0,True,1440,148.0,True,4320,175.0,True,True
1881,1881,3,60,31.0,True,360,211.0,True,1440,546.0,True,True
1882,1882,1,240,29.0,True,1440,83.0,True,4320,421.0,True,True
1883,1883,4,30,19.0,True,180,82.0,True,720,238.0,True,True
1884,1884,1,240,21.0,True,1440,232.0,True,4320,276.0,True,True
1885,1885,3,60,22.0,True,360,183.0,True,1440,221.0,True,True
1886,1886,2,120,14.0,True,720,171.0,True,2880,420.0,True,True
1887,1887,1,240,16.0,True,1440,172.0,True,4320,1040.0,True,True
1888,1888,4,30,11.0,True,180,154.0,True,720,279.0,True,True
1889,1889,1,240,37.0,True,1440,178.0,True,4320,636.0,True,True
1890,1890,3,60,129.0,False,360,360.0,True,1440,1042.0,True,False
1891,1891,4,30,6.0,True,180,50.0,True,720,143.0,True,True
1892,1892,4,30,18.0,True,180,84.0,True,720,182.0,True,True
1893,1893,2,120,29.0,True,720,274.0,True,2880,400.0,True,True
1894,1894,2,120,11.0,True,720,56.0,True,2880,99.0,True,True
1895,1895,1,240,14.0,True,1440,186.0,True,4320,287.0,True,True
1896,1896,1,240,107.0,True,1440,247.0,True,4320,468.0,True,True
1897,1897,3,60,8.0,True,360,114.0,True,1440,541.0,True,True
1898,1898,2,120,34.0,True,720,84.0,True,2880,326.0,True,True
1899,1899,4,30,8.0,True,180,60.0,True,720,91.0,True,True
1900,1900,4,30,12.0,True,180,37.0,True,720,131.0,True,True
1901,1901,3,60,5.0,True,360,58.0,True,1440,253.0,True,True
1902,1902,3,60,11.0,True,360,239.0,True,1440,435.0,True,True
1903,1903,1,240,19.0,True,1440,70.0,True,4320,823.0,True,True
1904,1904,1,240,20.0,True,1440,60.0,True,4320,148.0,True,True
1905,1905,2,120,40.0,True,720,113.0,True,2880,223.0,True,True
1906,1906,1,240,46.0,True,1440,111.0,True,4320,326.0,True,True
1907,1907,1,240,24.0,True,1440,161.0,True,4320,,False,False
1908,1908,2,120,47.0,True,720,191.0,True,2880,422.0,True,True
1909,1909,1,240,15.0,True,1440,124.0,True,4320,412.0,True,True
1910,1910,2,120,18.0,True,720,233.0,True,2880,397.0,True,True
1911,1911,1,240,26.0,True,1440,185.0,True,4320,277.0,True,True
1912,1912,2,120,21.0,True,720,234.0,True,2880,428.0,True,True
1913,1913,3,60,4.0,True,360,237.0,True,1440,734.0,True,True
1914,1914,2,120,55.0,True,720,346.0,True,2880,450.0,True,True
1915,1915,3,60,42.0,True,360,93.0,True,1440,119.0,True,True
1916,1916,2,120,17.0,True,720,103.0,True,2880,376.0,True,True
1917,1917,2,120,1.0,True,720,165.0,True,2880,1077.0,True,True
1918,1918,1,240,43.0,True,1440,534.0,True,4320,1059.0,True,True
1919,1919,3,60,7.0,True,360,,False,1440,,False,False
1920,1920,1,240,23.0,True,1440,80.0,True,4320,481.0,True,True
1921,1921,4,30,9.0,True,180,63.0,True,720,114.0,True,True
1922,1922,2,120,49.0,True,720,232.0,True,2880,377.0,True,True
1923,1923,1,240,6.0,True,1440,116.0,True,4320,201.0,True,True
1924,1924,1,240,7.0,True,1440,81.0,True,4320,222.0,True,True
1925,1925,1,240,15.0,True,1440,58.0,True,4320,368.0,True,True
1926,1926,2,120,32.0,True,720,,False,2880,,False,False
1927,1927,1,240,44.0,True,1440,152.0,True,4320,502.0,True,True
1928,1928,2,120,22.0,True,720,289.0,True,2880,390.0,True,True
1929,1929,1,240,7.0,True,1440,104.0,True,4320,814.0,True,True
1930,1930,2,120,12.0,True,720,60.0,True,2880,138.0,True,True
1931,1931,1,240,45.0,True,1440,169.0,True,4320,402.0,True,True
1932,1932,4,30,7.0,True,180,188.0,False,720,239.0,True,False
1933,1933,1,240,12.0,True,1440,327.0,True,4320,437.0,True,True
1934,1934,1,240,17.0,True,1440,110.0,True,4320,211.0,True,True
1935,1935,2,120,18.0,True,720,170.0,True,2880,821.0,True,True
1936,1936,3,60,20.0,True,360,140.0,True,1440,198.0,True,True
1937,1937,1,240,24.0,True,1440,126.0,True,4320,501.0,True,True
1938,1938,1,240,45.0,True,1440,197.0,True,4320,622.0,True,True
1939,1939,4,30,7.0,True,180,119.0,True,720,235.0,True,True
1940,1940,2,120,170.0,False,720,297.0,True,2880,893.0,True,False
1941,1941,5,15,54.0,False,60,113.0,False,240,156.0,True,False
1942,1942,4,30,8.0,True,180,63.0,True,720,255.0,True,True
1943,1943,1,240,11.0,True,1440,114.0,True,4320,248.0,True,True
1944,1944,2,120,13.0,True,720,134.0,True,2880,274.0,True,True
1945,1945,2,120,26.0,True,720,84.0,True,2880,405.0,True,True
1946,1946,1,240,21.0,True,1440,201.0,True,4320,304.0,True,True
1947,1947,2,120,15.0,True,720,125.0,True,2880,396.0,True,True
1948,1948,1,240,53.0,True,1440,140.0,True,4320,271.0,True,True
1949,1949,2,120,25.0,True,720,57.0,True,2880,165.0,True,True
1950,1950,2,120,41.0,True,720,74.0,True,2880,118.0,True,True
1951,1951,2,120,21.0,True,720,184.0,True,2880,233.0,True,True
1952,1952,2,120,12.0,True,720,449.0,True,2880,693.0,True,True
1953,1953,1,240,12.0,True,1440,106.0,True,4320,205.0,True,True
1954,1954,2,120,12.0,True,720,42.0,True,2880,210.0,True,True
1955,1955,3,60,22.0,True,360,65.0,True,1440,157.0,True,True
1956,1956,3,60,12.0,True,360,,False,1440,,False,False
1957,1957,3,60,46.0,True,360,99.0,True,1440,277.0,True,True
1958,1958,1,240,67.0,True,1440,85.0,True,4320,1050.0,True,True
1959,1959,3,60,25.0,True,360,59.0,True,1440,281.0,True,True
1960,1960,1,240,34.0,True,1440,110.0,True,4320,310.0,True,True
1961,1961,1,240,34.0,True,1440,177.0,True,4320,1172.0,True,True
1962,1962,2,120,10.0,True,720,71.0,True,2880,269.0,True,True
1963,1963,3,60,43.0,True,360,95.0,True,1440,115.0,True,True
1964,1964,3,60,7.0,True,360,58.0,True,1440,127.0,True,True
1965,1965,2,120,13.0,True,720,85.0,True,2880,117.0,True,True
1966,1966,1,240,36.0,True,1440,98.0,True,4320,336.0,True,True
1967,1967,1,240,21.0,True,1440,78.0,True,4320,448.0,True,True
1968,1968,1,240,70.0,True,1440,362.0,True,4320,729.0,True,True
1969,1969,2,120,16.0,True,720,94.0,True,2880,292.0,True,True
1970,1970,2,120,29.0,True,720,105.0,True,2880,232.0,True,True
1971,1971,2,120,14.0,True,720,94.0,True,2880,230.0,True,True
1972,1972,5,15,34.0,False,60,227.0,False,240,485.0,False,False
1973,1973,1,240,20.0,True,1440,194.0,True,4320,410.0,True,True
1974,1974,2,120,28.0,True,720,119.0,True,2880,180.0,True,True
1975,1975,3,60,11.0,True,360,309.0,True,1440,494.0,True,True
1976,1976,1,240,88.0,True,1440,127.0,True,4320,486.0,True,True
1977,1977,4,30,16.0,True,180,247.0,False,720,408.0,True,False
1978,1978,1,240,37.0,True,1440,229.0,True,4320,400.0,True,True
1979,1979,3,60,55.0,True,360,157.0,True,1440,451.0,True,True
1980,1980,1,240,46.0,True,1440,141.0,True,4320,324.0,True,True
1981,1981,2,120,8.0,True,720,230.0,True,2880,296.0,True,True
1982,1982,1,240,51.0,True,1440,479.0,True,4320,592.0,True,True
1983,1983,1,240,10.0,True,1440,233.0,True,4320,386.0,True,True
1984,1984,3,60,24.0,True,360,78.0,True,1440,93.0,True,True
1985,1985,2,120,27.0,True,720,140.0,True,2880,383.0,True,True
1986,1986,2,120,7.0,True,720,108.0,True,2880,294.0,True,True
1987,1987,3,60,19.0,True,360,59.0,True,1440,116.0,True,True
1988,1988,2,120,11.0,True,720,387.0,True,2880,605.0,True,True
1989,1989,2,120,34.0,True,720,134.0,True,2880,1581.0,True,True
1990,1990,4,30,18.0,True,180,,False,720,,False,False
1991,1991,2,120,8.0,True,720,239.0,True,2880,311.0,True,True
1992,1992,5,15,17.0,False,60,,False,240,,False,False
1993,1993,1,240,14.0,True,1440,146.0,True,4320,244.0,True,True
1994,1994,3,60,38.0,True,360,127.0,True,1440,162.0,True,True
1995,1995,1,240,10.0,True,1440,134.0,True,4320,850.0,True,True
1996,1996,3,60,15.0,True,360,146.0,True,1440,414.0,True,True
1997,1997,2,120,8.0,True,720,58.0,True,2880,242.0,True,True
1998,1998,2,120,24.0,True,720,181.0,True,2880,,False,False
1999,1999,2,120,17.0,True,720,181.0,True,2880,227.0,True,True
2000,2000,3,60,12.0,True,360,110.0,True,1440,332.0,True,True
2001,2001,5,15,15.0,True,60,75.0,False,240,253.0,False,False
2002,2002,2,120,25.0,True,720,,False,2880,,False,False
2003,2003,4,30,5.0,True,180,30.0,True,720,100.0,True,True
2004,2004,2,120,10.0,True,720,175.0,True,2880,251.0,True,True
2005,2005,1,240,32.0,True,1440,123.0,True,4320,349.0,True,True
2006,2006,3,60,19.0,True,360,72.0,True,1440,155.0,True,True
2007,2007,1,240,,False,1440,,False,4320,,False,False
2008,2008,3,60,19.0,True,360,98.0,True,1440,454.0,True,True
2009,2009,1,240,8.0,True,1440,108.0,True,4320,273.0,True,True
2010,2010,2,120,22.0,True,720,271.0,True,2880,560.0,True,True
2011,2011,4,30,13.0,True,180,132.0,True,720,424.0,True,True
2012,2012,2,120,21.0,True,720,180.0,True,2880,356.0,True,True
2013,2013,1,240,6.0,True,1440,119.0,True,4320,302.0,True,True
2014,2014,3,60,16.0,True,360,76.0,True,1440,142.0,True,True
2015,2015,3,60,7.0,True,360,109.0,True,1440,244.0,True,True
2016,2016,1,240,13.0,True,1440,106.0,True,4320,250.0,True,True
2017,2017,2,120,32.0,True,720,98.0,True,2880,245.0,True,True
2018,2018,3,60,8.0,True,360,61.0,True,1440,95.0,True,True
2019,2019,1,240,12.0,True,1440,357.0,True,4320,740.0,True,True
2020,2020,1,240,99.0,True,1440,147.0,True,4320,233.0,True,True
2021,2021,1,240,38.0,True,1440,178.0,True,4320,350.0,True,True
2022,2022,1,240,34.0,True,1440,112.0,True,4320,213.0,True,True
2023,2023,1,240,,False,1440,,False,4320,,False,False
2024,2024,5,15,4.0,True,60,46.0,True,240,185.0,True,True
2025,2025,3,60,16.0,True,360,76.0,True,1440,167.0,True,True
2026,2026,1,240,16.0,True,1440,87.0,True,4320,505.0,True,True
2027,2027,1,240,14.0,True,1440,217.0,True,4320,,False,False
2028,2028,2,120,20.0,True,720,181.0,True,2880,995.0,True,True
2029,2029,1,240,15.0,True,1440,86.0,True,4320,344.0,True,True
2030,2030,2,120,28.0,True,720,220.0,True,2880,386.0,True,True
2031,2031,2,120,17.0,True,720,443.0,True,2880,498.0,True,True
