alert_id,event_id,detected_at,source_product,asset_id,rule_id,severity,false_positive,safe_summary,data_classification
ALT-00010526,EVT-00079568,2025-03-05T17:34:31Z,EDY Sentinel,AST-0059,RUL-026,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010527,EVT-00087533,2025-08-05T20:18:04Z,EDY Sentinel,AST-0228,RUL-045,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010528,EVT-00095499,2025-11-11T14:06:13Z,External Synthetic,AST-0095,RUL-025,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010529,EVT-00103464,2025-07-26T05:51:20Z,EDY Sentinel,AST-0155,RUL-007,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010530,EVT-00111429,2026-01-15T13:16:03Z,EDY Shield,AST-0121,RUL-043,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010531,EVT-00119394,2025-06-28T13:07:49Z,EDY Shield,AST-0109,RUL-031,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010532,EVT-00007358,2026-04-16T16:36:56Z,EDY Shield,AST-0039,RUL-037,High,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010533,EVT-00015323,2026-02-05T01:26:34Z,EDY Sentinel,AST-0194,RUL-016,High,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010534,EVT-00023288,2025-12-28T17:27:02Z,External Synthetic,AST-0166,RUL-014,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010535,EVT-00031253,2025-06-11T18:54:31Z,EDY Shield,AST-0239,RUL-029,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010536,EVT-00039218,2026-02-01T08:11:16Z,External Synthetic,AST-0022,RUL-001,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010537,EVT-00047183,2025-07-21T16:37:37Z,EDY SIEM,AST-0011,RUL-002,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010538,EVT-00055148,2025-12-29T16:51:54Z,EDY Sentinel,AST-0092,RUL-045,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010539,EVT-00063113,2025-10-28T00:42:48Z,EDY SIEM,AST-0148,RUL-016,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010540,EVT-00071078,2025-10-14T15:37:09Z,EDY SIEM,AST-0025,RUL-039,Medium,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010541,EVT-00079043,2025-02-15T17:47:32Z,External Synthetic,AST-0080,RUL-018,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010542,EVT-00087008,2026-03-24T08:38:51Z,External Synthetic,AST-0145,RUL-037,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010543,EVT-00094973,2025-09-22T01:11:46Z,EDY SIEM,AST-0048,RUL-013,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010544,EVT-00102939,2026-06-15T07:04:50Z,External Synthetic,AST-0093,RUL-023,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010545,EVT-00110904,2026-02-27T07:43:02Z,EDY RECON,AST-0139,RUL-044,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010546,EVT-00118869,2026-06-08T16:16:24Z,EDY Sentinel,AST-0215,RUL-017,Medium,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010547,EVT-00006833,2025-12-02T07:38:51Z,External Synthetic,AST-0192,RUL-006,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010548,EVT-00014798,2025-08-19T23:13:32Z,External Synthetic,AST-0144,RUL-038,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010549,EVT-00022763,2025-05-10T10:29:50Z,EDY SIEM,AST-0218,RUL-008,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010550,EVT-00030728,2026-07-10T09:42:07Z,External Synthetic,AST-0019,RUL-008,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010551,EVT-00038693,2025-12-29T22:41:32Z,External Synthetic,AST-0236,RUL-005,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010552,EVT-00046658,2026-07-19T10:54:44Z,External Synthetic,AST-0159,RUL-022,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010553,EVT-00054623,2026-07-19T15:26:36Z,External Synthetic,AST-0160,RUL-014,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010554,EVT-00062588,2026-05-07T12:15:09Z,EDY Shield,AST-0111,RUL-007,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010555,EVT-00070553,2026-04-29T02:55:32Z,EDY Shield,AST-0141,RUL-015,High,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010556,EVT-00078518,2026-07-26T18:59:02Z,EDY Shield,AST-0215,RUL-036,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010557,EVT-00086483,2026-07-15T16:14:40Z,EDY Shield,AST-0150,RUL-011,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010558,EVT-00094448,2026-07-06T07:30:07Z,EDY RECON,AST-0210,RUL-016,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010559,EVT-00102413,2026-07-17T11:46:49Z,External Synthetic,AST-0214,RUL-042,High,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010560,EVT-00110379,2026-03-17T23:32:33Z,EDY Shield,AST-0114,RUL-006,Medium,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010561,EVT-00118344,2025-10-30T12:31:46Z,External Synthetic,AST-0041,RUL-012,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010562,EVT-00006308,2025-03-13T12:48:10Z,External Synthetic,AST-0239,RUL-016,Medium,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010563,EVT-00014273,2026-03-26T16:48:57Z,EDY Sentinel,AST-0149,RUL-002,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010564,EVT-00022238,2025-03-31T05:44:12Z,External Synthetic,AST-0103,RUL-029,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010565,EVT-00030203,2026-01-17T13:26:04Z,External Synthetic,AST-0027,RUL-034,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010566,EVT-00038168,2025-07-28T07:18:28Z,EDY Shield,AST-0160,RUL-007,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010567,EVT-00046133,2025-03-16T12:50:21Z,EDY Shield,AST-0116,RUL-031,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010568,EVT-00054098,2026-05-23T13:31:10Z,EDY SIEM,AST-0024,RUL-033,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010569,EVT-00062063,2025-08-04T16:14:29Z,EDY RECON,AST-0110,RUL-043,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010570,EVT-00070028,2026-06-29T09:39:25Z,EDY Sentinel,AST-0124,RUL-001,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010571,EVT-00077993,2025-08-22T12:21:31Z,External Synthetic,AST-0169,RUL-030,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010572,EVT-00085958,2026-04-26T08:55:38Z,EDY Shield,AST-0127,RUL-004,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010573,EVT-00093923,2025-05-25T18:06:39Z,External Synthetic,AST-0086,RUL-043,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010574,EVT-00101888,2026-05-03T03:52:22Z,EDY RECON,AST-0169,RUL-022,Medium,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010575,EVT-00109853,2026-06-04T09:14:25Z,External Synthetic,AST-0070,RUL-037,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010576,EVT-00117819,2025-11-28T07:16:57Z,EDY SIEM,AST-0134,RUL-023,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010577,EVT-00005783,2025-08-31T18:21:21Z,EDY SIEM,AST-0005,RUL-034,High,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010578,EVT-00013748,2025-04-21T14:41:44Z,EDY SIEM,AST-0146,RUL-015,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010579,EVT-00021713,2025-05-03T15:13:07Z,EDY Shield,AST-0128,RUL-017,High,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010580,EVT-00029678,2026-01-20T15:16:44Z,External Synthetic,AST-0199,RUL-027,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010581,EVT-00037643,2025-12-06T11:03:18Z,EDY Sentinel,AST-0030,RUL-006,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010582,EVT-00045608,2025-05-09T12:08:22Z,EDY Shield,AST-0211,RUL-004,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010583,EVT-00053573,2025-06-02T15:58:25Z,External Synthetic,AST-0137,RUL-033,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010584,EVT-00061538,2026-04-12T18:16:15Z,External Synthetic,AST-0077,RUL-027,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010585,EVT-00069503,2025-12-13T03:37:26Z,EDY Sentinel,AST-0028,RUL-032,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010586,EVT-00077468,2026-01-08T17:48:16Z,External Synthetic,AST-0031,RUL-013,Critical,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010587,EVT-00085433,2026-06-11T08:49:02Z,External Synthetic,AST-0014,RUL-009,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010588,EVT-00093398,2025-08-31T14:00:06Z,External Synthetic,AST-0013,RUL-003,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010589,EVT-00101363,2025-09-03T20:54:38Z,EDY RECON,AST-0233,RUL-030,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010590,EVT-00109328,2025-02-23T13:05:55Z,EDY SIEM,AST-0223,RUL-034,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010591,EVT-00117293,2026-01-02T23:49:58Z,External Synthetic,AST-0146,RUL-022,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010592,EVT-00005258,2026-04-23T13:11:25Z,EDY RECON,AST-0182,RUL-014,Critical,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010593,EVT-00013223,2026-04-25T23:58:20Z,EDY RECON,AST-0110,RUL-015,Medium,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010594,EVT-00021188,2025-03-25T10:55:32Z,External Synthetic,AST-0200,RUL-016,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010595,EVT-00029153,2026-05-12T15:12:07Z,External Synthetic,AST-0150,RUL-008,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010596,EVT-00037118,2025-09-26T16:28:43Z,External Synthetic,AST-0140,RUL-004,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010597,EVT-00045083,2025-07-28T08:35:46Z,EDY SIEM,AST-0174,RUL-016,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010598,EVT-00053048,2025-08-29T06:44:42Z,EDY Shield,AST-0158,RUL-016,High,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010599,EVT-00061013,2025-06-11T11:00:03Z,External Synthetic,AST-0152,RUL-028,Critical,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010600,EVT-00068978,2025-04-02T16:46:35Z,External Synthetic,AST-0116,RUL-017,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010601,EVT-00076943,2026-06-22T16:50:17Z,External Synthetic,AST-0001,RUL-030,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010602,EVT-00084908,2025-07-08T16:22:31Z,External Synthetic,AST-0173,RUL-017,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010603,EVT-00092873,2026-07-27T10:33:54Z,External Synthetic,AST-0188,RUL-037,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010604,EVT-00100838,2026-06-03T14:01:45Z,External Synthetic,AST-0080,RUL-042,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010605,EVT-00108803,2025-04-17T15:53:00Z,EDY SIEM,AST-0228,RUL-023,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010606,EVT-00116768,2026-01-25T14:51:50Z,EDY RECON,AST-0020,RUL-042,High,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010607,EVT-00004733,2025-11-16T16:31:07Z,EDY Sentinel,AST-0147,RUL-004,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010608,EVT-00012698,2026-07-12T12:12:40Z,EDY Shield,AST-0066,RUL-023,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010609,EVT-00020663,2025-11-02T07:12:32Z,EDY RECON,AST-0133,RUL-030,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010610,EVT-00028628,2025-09-08T09:26:39Z,EDY RECON,AST-0129,RUL-028,Critical,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010611,EVT-00036593,2026-01-23T08:47:26Z,EDY Sentinel,AST-0071,RUL-023,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010612,EVT-00044558,2025-02-01T09:34:56Z,EDY Shield,AST-0190,RUL-008,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010613,EVT-00052523,2025-03-18T16:42:16Z,External Synthetic,AST-0156,RUL-002,Medium,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010614,EVT-00060488,2026-04-30T13:41:02Z,External Synthetic,AST-0231,RUL-031,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010615,EVT-00068453,2026-03-18T17:39:44Z,EDY SIEM,AST-0031,RUL-036,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010616,EVT-00076418,2025-12-18T09:03:49Z,External Synthetic,AST-0100,RUL-038,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010617,EVT-00084383,2025-02-24T18:23:15Z,External Synthetic,AST-0153,RUL-025,Critical,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010618,EVT-00092348,2026-01-10T16:43:59Z,External Synthetic,AST-0031,RUL-037,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010619,EVT-00100313,2026-06-28T17:35:07Z,External Synthetic,AST-0084,RUL-013,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010620,EVT-00108278,2026-02-17T13:00:27Z,EDY SIEM,AST-0039,RUL-010,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010621,EVT-00116243,2026-03-20T09:03:24Z,External Synthetic,AST-0079,RUL-030,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010622,EVT-00004208,2026-05-18T12:19:35Z,EDY Sentinel,AST-0224,RUL-024,informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010623,EVT-00012173,2025-06-04T18:25:26Z,EDY Shield,AST-0035,RUL-030,Critical,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010624,EVT-00020138,2025-02-01T17:20:57Z,External Synthetic,AST-0035,RUL-005,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010625,EVT-00028103,2025-07-08T15:03:12Z,External Synthetic,AST-0184,RUL-014,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010626,EVT-00036068,2026-02-16T14:57:29Z,EDY SIEM,AST-0142,RUL-035,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010627,EVT-00044033,2025-12-01T07:10:43Z,EDY RECON,AST-0043,RUL-024,High,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010628,EVT-00051998,2025-10-27T21:08:55Z,EDY Shield,AST-0077,RUL-037,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010629,EVT-00059963,2026-03-13T11:19:08Z,External Synthetic,AST-0133,RUL-020,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010630,EVT-00067928,2026-05-05T12:39:24Z,External Synthetic,AST-0029,RUL-035,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010631,EVT-00075893,2025-02-02T15:15:46Z,EDY RECON,AST-0143,RUL-005,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010632,EVT-00083858,2025-06-09T08:15:32Z,External Synthetic,AST-0164,RUL-038,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010633,EVT-00091823,2025-11-15T20:08:35Z,EDY Sentinel,AST-0095,RUL-021,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010634,EVT-00099788,2026-07-25T13:37:53Z,EDY Shield,AST-0078,RUL-023,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010635,EVT-00107753,2025-07-23T04:48:44Z,EDY SIEM,AST-0215,RUL-039,High,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010636,EVT-00115718,2025-12-16T05:41:59Z,External Synthetic,AST-0089,RUL-038,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010637,EVT-00003683,2025-07-05T07:40:19Z,EDY RECON,AST-0209,RUL-036,High,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010638,EVT-00011648,2025-06-16T04:57:22Z,EDY Shield,AST-0081,RUL-039,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010639,EVT-00019613,2025-05-23T19:57:37Z,EDY Sentinel,AST-0060,RUL-014,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010640,EVT-00027578,2025-09-15T14:02:29Z,External Synthetic,AST-0066,RUL-029,Medium,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010641,EVT-00035543,2025-09-12T07:01:40Z,External Synthetic,AST-0185,RUL-011,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010642,EVT-00043508,2025-09-12T08:11:35Z,External Synthetic,AST-0088,RUL-011,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010643,EVT-00051473,2025-06-09T16:10:36Z,External Synthetic,AST-0015,RUL-036,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010644,EVT-00059438,2025-11-22T13:46:56Z,External Synthetic,AST-0135,RUL-006,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010645,EVT-00067403,2026-07-07T09:57:56Z,External Synthetic,AST-0227,RUL-020,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010646,EVT-00075368,2026-03-13T08:00:33Z,EDY Shield,AST-0187,RUL-009,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010647,EVT-00083333,2025-10-18T00:25:17Z,External Synthetic,AST-0196,RUL-020,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010648,EVT-00091298,2025-02-11T15:03:30Z,EDY RECON,AST-0025,RUL-010,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010649,EVT-00099263,2025-07-04T08:13:11Z,EDY Sentinel,AST-0032,RUL-042,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010650,EVT-00107228,2026-01-23T10:50:57Z,External Synthetic,AST-0195,RUL-014,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010651,EVT-00115193,2026-05-03T18:11:16Z,EDY Shield,AST-0197,RUL-025,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010652,EVT-00003158,2025-03-05T12:31:52Z,EDY RECON,AST-0057,RUL-007,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010653,EVT-00011123,2025-08-31T07:52:05Z,External Synthetic,AST-0221,RUL-045,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010654,EVT-00019088,2026-06-21T14:15:34Z,EDY Sentinel,AST-0221,RUL-005,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010655,EVT-00027053,2026-01-31T12:55:17Z,EDY Sentinel,AST-0211,RUL-024,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010656,EVT-00035018,2025-11-05T17:03:43Z,External Synthetic,AST-0020,RUL-006,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010657,EVT-00042983,2025-08-30T09:07:30Z,EDY Shield,AST-0089,RUL-033,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010658,EVT-00050948,2026-02-28T11:13:22Z,External Synthetic,AST-0100,RUL-036,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010659,EVT-00058913,2025-07-25T10:44:24Z,EDY Shield,AST-0218,RUL-018,Critical,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010660,EVT-00066878,2026-05-14T03:24:39Z,External Synthetic,AST-0190,RUL-023,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010661,EVT-00074843,2025-11-21T09:21:53Z,External Synthetic,AST-0217,RUL-041,High,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010662,EVT-00082808,2026-07-17T20:37:32Z,External Synthetic,AST-0226,RUL-041,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010663,EVT-00090773,2025-06-09T17:46:52Z,External Synthetic,AST-0231,RUL-024,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010664,EVT-00098738,2025-08-20T08:09:33Z,EDY Shield,AST-0161,RUL-004,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010665,EVT-00106703,2025-09-09T18:02:48Z,EDY SIEM,AST-0030,RUL-020,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010666,EVT-00114668,2025-04-24T16:33:27Z,External Synthetic,AST-0224,RUL-005,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010667,EVT-00002633,2025-07-25T16:05:04Z,EDY RECON,AST-0051,RUL-034,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010668,EVT-00010598,2026-05-09T22:18:21Z,EDY Sentinel,AST-0118,RUL-040,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010669,EVT-00018563,2025-10-17T14:58:49Z,EDY Shield,AST-0111,RUL-003,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00010670,EVT-00026528,2025-03-16T14:45:39Z,External Synthetic,AST-0187,RUL-022,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
